date,pm25,pm10,no2,so2,co,o3
2019-06-07,50.730,69.661,13.807,4.941,286.568,57.326
2019-06-08,28.640,39.829,12.584,5.184,268.649,55.781
2019-06-09,36.598,50.226,11.290,4.592,264.967,64.017
2019-06-10,59.214,80.864,15.449,5.955,338.847,63.256
2019-06-11,65.688,90.393,22.146,6.904,423.078,59.358
2019-06-12,72.840,100.608,19.899,7.697,544.993,50.209
2019-06-13,73.529,100.849,14.996,5.897,412.236,75.313
2019-06-14,58.233,80.181,13.699,5.942,366.466,68.222
2019-06-15,50.498,70.695,11.406,4.744,260.050,71.087
2019-06-16,47.601,67.540,8.514,4.154,221.542,75.974
2019-06-17,65.961,90.828,11.297,4.958,249.325,67.155
2019-06-18,92.624,126.452,22.153,7.361,526.556,61.110
2019-06-19,97.410,130.901,12.852,5.801,440.592,81.003
2019-06-20,49.894,67.033,12.785,5.432,318.047,64.676
2019-06-21,44.753,61.219,12.219,4.869,276.471,50.307
2019-06-22,37.336,51.076,14.757,5.726,261.776,45.238
2019-06-23,36.096,50.090,16.235,5.701,250.387,44.880
2019-06-24,34.162,47.580,11.595,4.894,212.556,53.027
2019-06-25,27.935,39.066,8.992,4.590,188.368,54.274
2019-06-26,24.038,34.320,8.426,4.044,157.859,41.568
2019-06-27,24.634,34.192,9.309,4.123,161.748,41.154
2019-06-28,39.993,54.059,10.226,4.576,199.730,48.779
2019-06-29,69.533,93.603,17.592,6.512,345.777,54.250
2019-06-30,52.979,72.714,16.244,5.824,371.970,49.420
2019-07-01,23.434,33.474,6.316,3.209,184.039,58.847
2019-07-02,24.440,35.092,6.125,3.171,160.520,59.279
2019-07-03,39.968,55.514,8.672,4.064,186.148,58.790
2019-07-04,34.795,47.604,10.330,4.382,231.020,64.078
2019-07-05,18.190,25.580,7.390,3.538,192.568,62.419
2019-07-06,20.898,30.584,6.524,3.143,174.028,58.742
2019-07-07,26.578,37.489,9.833,4.194,213.977,55.230
2019-07-08,38.854,55.419,9.846,4.325,190.113,50.456
2019-07-09,31.789,45.639,8.134,3.770,169.661,53.976
2019-07-10,35.349,50.450,8.608,3.964,172.077,54.737
2019-07-11,39.431,55.253,8.875,3.988,168.687,51.478
2019-07-12,31.101,44.469,7.493,3.665,151.179,50.921
2019-07-13,38.896,55.043,8.801,4.427,189.599,58.272
2019-07-14,51.343,71.343,9.354,4.760,211.375,64.855
2019-07-15,39.912,56.164,7.994,4.021,177.552,66.953
2019-07-16,65.754,91.795,12.845,5.358,221.047,58.635
2019-07-17,78.034,105.531,19.766,6.780,339.569,45.574
2019-07-18,62.038,83.676,19.698,6.264,330.401,53.398
2019-07-19,35.999,49.150,13.415,5.335,214.342,38.299
2019-07-20,31.147,42.066,11.479,4.670,188.929,44.272
2019-07-21,34.895,46.964,11.125,4.886,203.192,45.201
2019-07-22,24.046,32.832,9.455,4.186,167.703,35.207
2019-07-23,24.684,34.135,9.694,4.232,152.237,33.386
2019-07-24,21.723,30.471,11.049,4.416,163.266,35.239
2019-07-25,25.619,35.851,13.088,4.915,191.809,38.488
2019-07-26,20.281,28.788,8.828,3.746,180.441,43.363
2019-07-27,17.393,25.226,5.962,2.905,148.351,49.571
2019-07-28,26.760,38.149,6.377,3.147,146.005,46.436
2019-07-29,27.202,38.460,8.276,3.673,168.792,47.175
2019-07-30,32.971,46.748,8.681,3.806,177.975,51.085
2019-07-31,30.277,42.168,10.694,4.348,194.652,46.792
2019-08-01,30.366,42.324,12.778,4.868,221.807,44.735
2019-08-02,29.157,40.959,11.513,4.603,210.467,44.083
2019-08-03,27.302,38.843,13.189,4.872,222.808,40.444
2019-08-04,32.104,45.629,16.806,5.449,268.683,42.358
2019-08-05,50.789,71.818,21.765,6.569,397.436,41.625
2019-08-06,32.352,45.696,10.591,4.208,249.019,51.028
2019-08-07,16.006,24.936,4.755,2.503,147.075,52.859
2019-08-08,26.658,40.352,7.901,3.509,165.800,45.175
2019-08-09,32.462,46.566,11.635,4.848,210.927,49.116
2019-08-10,57.873,80.615,21.189,7.259,377.553,41.843
2019-08-11,68.532,94.691,16.741,6.500,387.450,56.741
2019-08-12,41.579,57.170,12.500,5.134,281.584,43.092
2019-08-13,38.327,53.501,8.205,3.398,189.781,48.818
2019-08-14,50.960,71.187,9.744,4.141,196.909,49.899
2019-08-15,60.894,82.830,12.869,4.855,227.114,40.564
2019-08-16,50.734,69.659,13.901,4.600,242.069,49.455
2019-08-17,42.055,58.063,10.990,4.513,227.434,49.816
2019-08-18,29.976,41.541,10.398,4.487,202.438,42.008
2019-08-19,51.695,70.540,14.465,5.721,255.747,33.120
2019-08-20,49.204,67.082,16.437,6.216,288.983,37.776
2019-08-21,57.659,78.874,21.579,7.613,398.002,39.794
2019-08-22,54.941,74.717,12.071,5.171,327.473,56.904
2019-08-23,38.046,52.506,17.125,6.266,305.119,32.141
2019-08-24,42.373,58.390,14.292,5.369,296.990,44.463
2019-08-25,49.509,68.140,13.955,5.553,279.249,49.944
2019-08-26,34.919,48.484,12.934,5.631,283.302,55.090
2019-08-27,39.711,55.144,15.359,6.156,301.365,48.869
2019-08-28,40.743,56.981,20.356,6.503,332.224,38.964
2019-08-29,53.776,75.020,19.257,7.657,384.828,41.826
2019-08-30,53.954,75.541,22.158,8.241,442.079,39.395
2019-08-31,63.043,88.005,25.019,8.490,494.060,39.741
2019-09-01,73.436,102.399,15.390,7.158,504.479,65.687
2019-09-02,39.745,55.709,19.145,7.453,384.218,35.854
2019-09-03,34.037,48.092,16.708,6.470,342.736,39.274
2019-09-04,34.040,48.589,11.901,5.464,260.112,46.118
2019-09-05,29.694,42.704,11.377,5.417,234.651,43.523
2019-09-06,22.768,32.948,8.450,4.473,204.057,47.434
2019-09-07,23.848,34.951,7.874,4.336,194.669,46.848
2019-09-08,30.257,44.202,9.497,4.630,208.163,48.046
2019-09-09,30.957,44.428,12.275,5.468,235.546,48.669
2019-09-10,37.566,53.394,14.195,6.391,284.908,48.978
2019-09-11,28.646,41.122,8.961,4.315,224.123,51.190
2019-09-12,29.117,41.835,8.975,4.298,204.450,47.153
2019-09-13,35.758,50.533,11.281,5.541,228.525,40.027
2019-09-14,50.601,71.046,16.283,7.144,294.811,37.331
2019-09-15,51.012,71.446,19.379,8.315,391.478,45.255
2019-09-16,61.276,85.948,21.719,8.869,462.779,32.834
2019-09-17,73.999,104.115,18.358,10.567,634.932,30.801
2019-09-18,83.423,117.572,21.283,11.030,740.930,49.114
2019-09-19,81.127,114.459,24.436,10.353,629.536,61.897
2019-09-20,79.327,112.072,25.635,12.205,747.964,54.602
2019-09-21,79.809,112.780,21.634,10.987,835.204,68.148
2019-09-22,63.546,89.789,24.014,10.132,658.587,58.181
2019-09-23,58.293,82.366,24.231,8.679,581.658,55.656
2019-09-24,50.432,71.177,16.939,7.509,507.819,45.067
2019-09-25,50.102,70.690,19.709,8.423,586.624,42.436
2019-09-26,70.420,99.395,20.883,9.685,671.436,59.137
2019-09-27,88.437,124.925,21.068,10.618,684.844,53.920
2019-09-28,91.115,128.671,24.705,12.867,865.366,35.687
2019-09-29,82.858,116.988,23.924,11.780,825.031,31.616
2019-09-30,46.687,65.914,19.433,8.050,500.811,46.497
2019-10-01,43.774,61.770,14.188,7.265,472.560,56.437
2019-10-02,74.029,104.504,21.637,11.134,735.604,62.701
2019-10-03,85.606,120.824,26.180,12.933,854.566,61.611
2019-10-04,99.624,140.608,24.685,13.496,911.092,57.437
2019-10-05,107.183,151.285,28.436,14.974,989.287,50.923
2019-10-06,96.002,135.512,19.761,11.556,873.413,67.640
2019-10-07,111.447,157.327,21.704,15.792,1070.868,48.221
2019-10-08,106.294,150.109,22.143,15.158,1095.162,46.364
2019-10-09,94.451,133.443,24.896,13.819,1010.547,55.391
2019-10-10,59.355,83.846,18.615,9.837,541.216,36.827
2019-10-11,74.665,105.485,25.017,13.968,680.929,40.292
2019-10-12,121.485,171.559,24.775,17.706,1189.521,49.704
2019-10-13,97.431,137.658,24.030,15.231,1201.246,82.454
2019-10-14,100.448,141.859,30.670,16.338,1132.164,72.685
2019-10-15,118.044,166.759,30.171,17.038,1303.862,74.580
2019-10-16,111.437,157.408,40.396,18.281,1220.311,82.014
2019-10-17,109.709,155.022,29.368,17.728,1251.903,75.872
2019-10-18,115.409,163.043,23.665,17.430,1375.287,74.356
2019-10-19,93.361,131.895,20.277,14.267,1044.525,87.177
2019-10-20,107.940,152.404,17.685,13.984,952.697,93.626
2019-10-21,117.789,166.344,22.995,16.432,1022.018,86.130
2019-10-22,166.847,235.513,31.799,19.343,1224.037,66.403
2019-10-23,116.611,164.381,14.228,15.412,1086.750,88.262
2019-10-24,86.630,121.803,17.819,11.230,675.432,51.378
2019-10-25,70.043,98.890,15.888,10.301,647.760,48.060
2019-10-26,87.838,124.137,24.511,15.860,796.253,32.506
2019-10-27,89.087,125.829,25.185,15.961,862.126,55.238
2019-10-28,91.174,128.765,26.452,17.155,878.907,58.500
2019-10-29,124.206,175.464,28.089,21.751,1208.474,56.489
2019-10-30,144.915,204.708,34.993,24.375,1538.890,58.327
2019-10-31,140.241,198.063,38.213,23.265,1502.625,57.061
2019-11-01,156.938,221.634,34.785,24.881,1563.866,62.078
2019-11-02,128.800,181.950,33.315,23.481,1435.154,63.245
2019-11-03,164.419,232.227,25.819,27.552,1736.402,56.837
2019-11-04,143.458,202.672,37.054,23.556,1459.068,66.924
2019-11-05,177.904,251.034,22.955,31.322,1920.197,64.312
2019-11-06,183.178,258.301,38.090,26.169,1907.569,66.613
2019-11-07,147.768,208.465,28.088,27.216,1597.402,58.245
2019-11-08,116.581,164.639,25.168,19.403,1265.661,50.847
2019-11-09,48.354,68.424,11.586,8.925,499.600,49.856
2019-11-10,50.531,71.446,12.913,10.351,546.165,49.512
2019-11-11,102.801,145.136,22.378,23.563,1059.626,38.775
2019-11-12,164.078,231.722,48.112,30.410,1659.178,49.307
2019-11-13,149.868,211.639,35.999,29.845,1654.444,58.865
2019-11-14,157.193,221.942,30.403,33.267,1745.072,51.808
2019-11-15,182.312,257.508,36.600,35.473,1954.360,60.390
2019-11-16,208.955,295.079,35.521,36.980,2222.906,54.132
2019-11-17,237.673,335.415,35.804,38.045,2407.594,63.211
2019-11-18,267.247,377.008,32.972,41.714,2817.879,64.619
2019-11-19,232.637,328.323,40.917,39.877,2542.955,66.085
2019-11-20,248.291,350.512,34.236,38.768,2400.072,58.495
2019-11-21,222.431,314.038,34.737,39.351,2690.833,62.195
2019-11-22,209.408,295.719,35.675,38.862,2734.068,62.456
2019-11-23,218.921,309.129,43.169,32.760,2456.536,61.290
2019-11-24,209.104,295.208,33.936,36.976,2605.081,61.136
2019-11-25,223.109,315.073,37.336,38.522,2905.737,62.519
2019-11-26,209.660,296.136,45.608,34.872,2760.253,69.218
2019-11-27,183.094,258.571,51.151,34.360,2432.794,64.924
2019-11-28,186.915,263.981,43.162,33.678,2286.974,61.894
2019-11-29,197.111,278.416,44.499,33.873,2411.384,60.168
2019-11-30,197.813,279.289,34.363,29.977,2433.705,74.715
2019-12-01,215.047,303.573,46.361,33.650,2187.862,63.336
2019-12-02,211.965,299.327,48.682,34.410,2186.843,55.260
2019-12-03,235.820,333.065,25.768,35.644,2546.142,54.942
2019-12-04,162.182,229.123,37.523,26.224,1865.327,58.781
2019-12-05,139.783,197.397,33.546,26.049,1357.463,42.035
2019-12-06,173.043,244.399,30.027,30.397,1700.535,40.670
2019-12-07,191.304,270.093,25.620,32.598,1960.169,44.842
2019-12-08,216.882,306.300,37.298,35.031,2281.989,50.644
2019-12-09,262.059,370.199,37.164,37.372,2763.522,53.980
2019-12-10,226.630,320.211,35.077,34.831,2579.805,51.516
2019-12-11,271.220,383.168,32.256,34.841,2761.482,48.130
2019-12-12,262.851,371.396,53.952,32.304,2543.634,55.127
2019-12-13,247.227,349.194,51.406,32.844,2720.588,51.032
2019-12-14,221.487,312.891,48.723,30.839,2524.210,62.344
2019-12-15,160.715,227.074,23.888,21.402,1533.869,73.296
2019-12-16,141.552,199.856,26.828,21.013,1217.788,55.862
2019-12-17,184.546,260.663,27.468,22.794,1449.381,69.042
2019-12-18,204.447,288.799,22.670,18.580,1403.765,82.565
2019-12-19,162.117,228.911,17.514,15.906,1454.193,71.003
2019-12-20,193.192,272.792,37.958,21.270,1774.351,60.845
2019-12-21,159.020,224.615,32.759,17.386,1681.590,60.665
2019-12-22,134.454,189.946,41.661,17.083,1468.107,68.352
2019-12-23,151.077,213.387,24.710,18.241,1604.044,59.708
2019-12-24,173.488,245.015,30.861,17.857,1754.852,67.787
2019-12-25,203.579,287.426,31.733,18.510,2011.690,66.569
2019-12-26,179.834,253.937,24.298,15.995,1945.324,71.284
2019-12-27,235.446,332.314,30.100,23.620,2063.206,44.451
2019-12-28,174.071,245.787,25.155,17.146,1573.224,61.682
2019-12-29,164.776,232.566,29.579,22.306,1548.730,47.430
2019-12-30,190.198,268.573,31.180,26.732,1842.448,42.019
2019-12-31,215.421,304.210,38.339,29.046,2216.518,38.904
2020-01-01,252.495,356.560,42.014,30.252,2528.721,46.201
2020-01-02,158.607,223.974,44.944,26.108,1609.917,37.519
2020-01-03,162.424,229.399,37.234,24.688,1547.647,34.241
2020-01-04,192.507,271.948,42.064,25.564,1761.801,42.004
2020-01-05,154.066,217.781,26.425,19.851,1463.826,56.760
2020-01-06,160.846,227.283,30.033,19.103,1295.950,65.744
2020-01-07,208.881,294.944,34.010,25.254,1751.605,50.967
2020-01-08,188.357,265.992,46.441,18.812,1682.431,67.859
2020-01-09,122.627,173.182,22.666,17.385,1006.570,54.027
2020-01-10,152.478,215.328,23.692,17.231,1140.082,69.817
2020-01-11,172.274,243.287,20.746,17.672,1287.674,75.765
2020-01-12,194.330,274.412,27.633,19.708,1466.972,64.921
2020-01-13,216.313,305.454,34.945,22.713,1881.256,56.733
2020-01-14,251.345,354.964,37.248,26.952,2460.780,52.755
2020-01-15,251.268,354.882,50.759,26.359,2629.568,56.972
2020-01-16,259.979,367.177,40.301,28.364,2711.730,58.511
2020-01-17,238.085,336.295,38.938,28.643,2784.487,58.283
2020-01-18,234.164,330.882,48.681,27.972,2827.035,65.006
2020-01-19,202.133,285.742,26.940,19.805,2077.891,86.532
2020-01-20,182.159,257.301,24.817,20.463,1382.326,71.881
2020-01-21,182.798,258.229,39.778,24.802,1735.268,59.174
2020-01-22,184.579,260.793,40.241,24.555,1781.573,63.474
2020-01-23,225.997,319.291,31.547,23.637,2091.236,73.010
2020-01-24,194.981,275.498,37.692,24.898,1948.474,55.838
2020-01-25,230.756,325.973,35.910,25.403,1930.084,53.762
2020-01-26,244.193,345.093,44.205,25.522,1958.071,67.244
2020-01-27,318.602,450.147,33.265,32.125,2966.904,53.774
2020-01-28,309.856,437.711,36.571,30.362,3264.106,62.167
2020-01-29,288.465,407.534,29.440,30.022,3140.647,60.531
2020-01-30,245.710,347.185,28.817,25.174,2179.518,55.687
2020-01-31,258.691,365.085,35.893,25.399,2143.476,59.701
2020-02-01,192.690,271.836,25.105,20.459,1516.150,76.836
2020-02-02,170.163,240.179,36.318,24.330,1331.450,58.582
2020-02-03,174.177,245.923,40.916,23.648,1514.763,59.496
2020-02-04,209.095,295.190,41.276,23.171,1569.665,58.633
2020-02-05,192.803,272.400,38.847,24.859,1644.829,73.031
2020-02-06,215.164,303.916,45.472,27.686,1948.153,56.177
2020-02-07,205.474,290.037,39.607,26.332,1844.586,55.797
2020-02-08,181.621,256.201,33.340,20.389,1469.621,62.947
2020-02-09,185.565,261.701,30.884,24.491,1582.357,61.430
2020-02-10,168.016,236.961,32.039,22.844,1344.568,61.439
2020-02-11,183.822,259.430,36.189,22.797,1499.880,71.158
2020-02-12,166.836,235.496,27.884,21.519,1275.422,76.045
2020-02-13,203.135,286.969,41.291,27.984,1815.216,66.236
2020-02-14,188.006,265.617,39.323,25.122,1933.991,87.933
2020-02-15,230.077,324.978,30.633,26.681,1790.343,70.534
2020-02-16,234.753,331.455,33.615,26.913,2193.533,64.504
2020-02-17,196.354,277.407,33.697,24.880,1862.681,78.240
2020-02-18,228.163,322.323,38.623,30.357,2097.091,75.038
2020-02-19,233.371,329.536,35.714,30.553,2326.292,67.090
2020-02-20,246.312,347.844,49.278,28.149,2257.467,70.671
2020-02-21,188.868,266.726,45.282,24.490,1942.571,75.188
2020-02-22,185.035,261.286,37.028,24.893,2017.181,62.141
2020-02-23,136.765,193.174,26.702,20.210,1509.085,78.137
2020-02-24,192.031,271.120,32.302,24.450,1682.160,64.187
2020-02-25,171.535,242.069,31.136,17.794,1496.714,69.497
2020-02-26,182.147,257.118,31.275,21.763,1642.697,56.425
2020-02-27,184.247,260.050,43.628,21.603,2006.591,67.611
2020-02-28,149.103,210.497,34.549,20.526,1500.939,62.972
2020-02-29,146.770,207.272,34.788,21.435,1402.857,61.000
2020-03-01,144.604,204.260,31.196,19.364,1335.713,79.807
2020-03-02,150.675,212.801,27.926,17.673,1262.065,95.087
2020-03-03,141.018,199.073,23.342,18.300,1264.148,87.291
2020-03-04,104.199,147.099,26.002,12.347,1098.058,92.326
2020-03-05,122.001,172.211,27.903,18.111,1257.627,69.316
2020-03-06,109.631,154.472,27.805,16.167,1032.862,64.605
2020-03-07,167.467,236.184,33.373,19.222,1558.208,45.343
2020-03-08,138.733,195.521,28.077,16.630,1214.570,59.100
2020-03-09,134.272,189.383,36.008,20.603,1306.531,68.690
2020-03-10,128.454,181.432,28.926,19.496,1301.262,75.114
2020-03-11,168.246,237.282,36.467,22.426,1688.907,75.259
2020-03-12,204.238,288.261,34.151,24.071,2039.758,79.649
2020-03-13,127.210,179.473,35.692,16.282,1455.918,99.787
2020-03-14,93.547,131.642,15.788,10.366,705.206,94.513
2020-03-15,86.643,121.931,18.148,11.627,588.702,75.484
2020-03-16,100.418,141.440,26.322,15.811,850.842,75.697
2020-03-17,152.121,214.332,29.884,19.738,1264.130,60.714
2020-03-18,146.410,206.440,35.442,19.062,1327.076,72.250
2020-03-19,143.157,202.092,30.020,20.571,1475.666,72.216
2020-03-20,155.543,219.580,42.188,21.237,1522.772,86.210
2020-03-21,167.920,236.368,34.136,20.143,1647.734,75.775
2020-03-22,152.004,213.923,34.026,19.246,1598.816,84.445
2020-03-23,138.027,194.525,28.667,17.616,1296.122,85.954
2020-03-24,140.457,198.083,37.553,19.736,1362.108,77.947
2020-03-25,140.938,198.454,34.110,18.640,1399.313,79.160
2020-03-26,141.596,199.533,26.386,21.668,1472.108,71.748
2020-03-27,116.615,164.634,34.107,19.216,1255.394,88.274
2020-03-28,85.118,120.084,20.693,15.318,829.223,103.568
2020-03-29,68.149,96.229,22.021,15.781,686.066,82.601
2020-03-30,101.739,143.744,29.859,19.576,996.105,67.818
2020-03-31,168.793,237.389,26.562,21.783,1965.424,82.140
2020-04-01,120.003,169.074,27.916,15.730,1278.975,98.131
2020-04-02,88.338,124.115,18.649,12.931,689.763,96.919
2020-04-03,87.984,123.693,16.209,11.354,627.987,82.799
2020-04-04,92.084,129.539,16.862,11.101,708.270,87.680
2020-04-05,91.966,129.253,18.921,12.664,755.556,94.096
2020-04-06,87.459,122.892,18.130,10.312,711.972,94.180
2020-04-07,74.187,104.222,14.312,12.062,576.113,96.463
2020-04-08,81.958,114.835,16.350,11.956,555.730,85.699
2020-04-09,93.721,131.825,24.132,16.583,798.694,84.761
2020-04-10,113.185,159.500,35.148,18.830,1152.450,89.087
2020-04-11,71.807,101.185,15.390,11.066,717.181,107.846
2020-04-12,93.914,132.263,23.168,14.835,819.293,86.244
2020-04-13,105.972,149.080,28.472,16.249,978.080,73.579
2020-04-14,101.614,142.794,23.534,16.176,839.116,63.291
2020-04-15,101.404,142.300,27.602,15.033,796.127,67.227
2020-04-16,98.602,138.124,23.243,13.271,778.068,70.465
2020-04-17,88.526,122.383,17.997,10.184,504.042,62.626
2020-04-18,57.484,80.529,16.406,9.510,442.832,64.803
2020-04-19,56.975,80.309,20.061,11.244,508.629,61.311
2020-04-20,105.122,148.275,23.973,12.937,739.778,55.677
2020-04-21,114.924,161.376,28.833,15.381,901.938,61.150
2020-04-22,90.778,127.791,27.872,12.269,850.735,89.398
2020-04-23,89.443,125.687,23.120,12.831,731.730,65.667
2020-04-24,64.394,90.291,17.907,7.577,479.781,48.420
2020-04-25,51.094,71.922,18.085,7.679,450.030,45.390
2020-04-26,50.837,71.648,19.445,8.398,458.866,51.658
2020-04-27,71.896,101.325,23.052,11.874,615.722,52.143
2020-04-28,67.869,95.559,21.902,9.338,555.214,51.839
2020-04-29,58.777,82.739,21.897,9.108,470.321,48.267
2020-04-30,61.289,86.344,22.171,9.985,527.505,57.633
2020-05-01,94.935,133.701,26.556,12.394,751.764,52.456
2020-05-02,66.701,93.769,21.371,8.826,482.362,62.595
2020-05-03,58.345,82.065,16.278,8.784,480.159,67.329
2020-05-04,72.399,101.563,23.631,9.227,543.214,63.378
2020-05-05,88.772,125.154,26.348,11.394,662.087,66.206
2020-05-06,72.035,101.581,23.896,11.856,771.568,68.885
2020-05-07,87.220,122.832,27.436,11.690,863.046,85.563
2020-05-08,99.179,139.778,21.158,11.970,970.509,73.734
2020-05-09,103.364,145.266,21.919,12.295,933.547,90.737
2020-05-10,127.918,179.141,24.019,11.124,903.857,88.301
2020-05-11,109.120,153.368,30.297,11.879,930.396,85.187
2020-05-12,72.787,102.565,20.537,10.381,952.941,118.295
2020-05-13,76.081,106.480,24.997,11.315,703.138,82.790
2020-05-14,80.119,112.388,23.436,10.940,719.180,69.725
2020-05-15,61.644,86.920,20.854,7.811,455.811,56.691
2020-05-16,61.379,86.174,17.789,8.046,375.116,42.796
2020-05-17,82.555,116.995,20.431,9.581,514.073,51.064
2020-05-18,71.349,100.981,19.963,9.230,462.392,59.281
2020-05-19,65.663,92.431,25.358,9.880,599.893,40.906
2020-05-20,47.179,67.480,8.746,3.733,362.478,72.055
2020-05-21,43.433,61.717,8.841,5.156,365.734,87.817
2020-05-22,69.968,97.697,16.643,7.628,538.566,76.957
2020-05-23,62.411,85.442,12.929,5.868,324.402,67.616
2020-05-24,42.476,60.054,7.258,3.971,217.506,65.788
2020-05-25,35.359,51.329,5.285,3.077,187.589,68.290
2020-05-26,30.688,45.656,5.000,2.906,161.957,57.597
2020-05-27,26.932,38.554,9.179,4.544,185.702,41.178
2020-05-28,33.102,46.855,13.936,5.346,288.208,50.176
2020-05-29,73.189,101.612,15.895,6.502,341.791,57.439
2020-05-30,53.062,73.482,13.469,5.440,291.578,56.118
2020-05-31,61.294,84.117,19.265,6.830,411.163,53.485
2020-06-01,48.985,67.649,13.555,6.018,323.296,64.782
2020-06-02,35.300,49.535,11.413,5.167,279.186,72.713
2020-06-03,41.640,58.335,13.259,5.637,298.901,60.931
2020-06-04,49.136,68.339,15.025,6.335,274.268,49.860
2020-06-05,32.772,46.004,12.541,5.121,240.298,49.921
2020-06-06,42.446,59.610,15.552,6.130,271.788,46.495
2020-06-07,62.646,86.102,15.795,6.034,313.665,70.704
2020-06-08,70.391,96.722,22.404,7.191,433.512,59.457
2020-06-09,71.136,98.038,24.881,7.680,505.934,64.312
2020-06-10,60.631,83.470,23.482,6.512,412.261,59.855
2020-06-11,32.422,45.446,12.343,4.754,246.286,51.492
2020-06-12,25.945,36.553,11.766,4.760,223.494,43.450
2020-06-13,32.889,46.181,11.700,4.885,228.526,44.414
2020-06-14,35.346,49.298,10.451,4.627,221.164,55.709
2020-06-15,23.641,33.115,10.359,4.602,217.398,55.428
2020-06-16,31.399,44.445,12.273,4.625,216.609,47.742
2020-06-17,31.028,44.447,10.996,4.030,223.611,50.956
2020-06-18,29.823,42.467,10.201,4.194,208.161,52.051
2020-06-19,37.502,51.962,10.744,4.449,236.656,59.290
2020-06-20,30.215,42.367,8.732,4.125,196.908,54.596
2020-06-21,16.359,23.060,7.654,3.800,186.924,57.538
2020-06-22,34.179,48.248,11.133,4.704,217.678,54.350
2020-06-23,35.387,49.625,12.731,5.132,232.735,51.338
2020-06-24,34.931,49.432,9.691,4.535,209.819,56.459
2020-06-25,33.225,46.575,11.413,4.806,202.926,43.048
2020-06-26,17.025,23.905,8.867,4.110,156.680,35.328
2020-06-27,27.954,39.083,10.729,4.538,186.698,38.628
2020-06-28,36.699,50.896,11.796,4.674,210.207,47.932
2020-06-29,37.174,50.911,14.067,5.277,223.089,43.965
2020-06-30,49.527,66.845,13.601,5.365,223.724,42.854
2020-07-01,30.076,41.449,11.470,4.826,197.029,46.510
2020-07-02,29.797,41.323,12.696,5.054,205.444,40.005
2020-07-03,27.523,38.125,13.393,4.995,204.935,36.117
2020-07-04,27.588,38.765,11.680,4.845,216.519,39.702
2020-07-05,20.855,30.535,7.631,3.598,162.879,52.395
2020-07-06,24.006,35.275,7.071,3.502,153.596,49.605
2020-07-07,27.079,38.598,8.828,3.944,166.519,48.616
2020-07-08,29.248,41.412,10.050,4.370,195.002,56.496
2020-07-09,29.434,41.990,8.199,3.950,172.426,55.170
2020-07-10,25.452,36.667,7.739,3.697,151.633,45.328
2020-07-11,24.204,35.101,9.351,3.868,169.441,46.759
2020-07-12,35.604,49.660,11.299,4.547,202.020,48.673
2020-07-13,37.500,51.661,13.186,4.988,216.785,50.442
2020-07-14,32.856,45.793,11.814,4.531,192.686,44.261
2020-07-15,23.179,32.891,11.672,4.639,174.199,41.790
2020-07-16,25.926,36.976,10.908,4.619,171.713,43.326
2020-07-17,21.047,29.820,8.888,4.234,155.818,46.600
2020-07-18,22.113,31.474,9.636,4.146,161.153,46.869
2020-07-19,21.313,30.509,8.134,3.732,144.030,44.631
2020-07-20,22.497,32.198,10.320,4.177,155.027,35.198
2020-07-21,34.032,47.785,11.091,4.274,187.461,41.247
2020-07-22,57.103,79.406,17.953,6.518,313.030,48.864
2020-07-23,27.146,38.387,9.773,4.006,198.075,52.729
2020-07-24,24.476,34.564,12.596,5.026,191.975,44.120
2020-07-25,30.418,42.754,15.384,5.569,228.312,43.908
2020-07-26,53.937,75.513,19.322,6.795,304.074,48.302
2020-07-27,49.091,68.332,20.107,6.296,281.367,41.826
2020-07-28,39.436,54.963,14.782,5.053,232.237,38.402
2020-07-29,26.686,36.992,12.976,4.874,180.372,28.558
2020-07-30,31.943,44.059,15.461,5.773,204.261,30.145
2020-07-31,32.758,45.374,15.094,5.702,210.171,32.387
2020-08-01,40.569,56.959,18.228,6.440,277.791,40.631
2020-08-02,49.605,69.730,16.390,7.215,348.476,48.826
2020-08-03,63.357,88.814,17.568,7.265,414.808,67.433
2020-08-04,62.632,87.878,18.944,7.202,455.127,43.660
2020-08-05,28.178,40.389,8.739,3.971,249.083,45.257
2020-08-06,23.786,35.619,9.279,3.959,171.966,41.632
2020-08-07,27.339,39.259,10.511,4.375,190.813,49.006
2020-08-08,30.403,43.089,12.087,4.798,196.598,43.943
2020-08-09,27.307,38.538,11.799,4.920,197.827,38.907
2020-08-10,26.501,37.497,11.939,4.799,205.923,41.029
2020-08-11,27.918,39.418,11.774,4.761,214.337,48.385
2020-08-12,28.378,40.192,12.428,4.921,216.065,49.838
2020-08-13,44.212,62.510,16.138,6.388,284.382,40.694
2020-08-14,33.767,47.973,11.308,4.286,248.151,51.089
2020-08-15,23.163,34.848,6.305,3.004,169.641,53.934
2020-08-16,21.519,32.597,7.030,3.212,170.393,50.763
2020-08-17,21.027,31.113,7.982,3.706,187.916,52.154
2020-08-18,21.214,30.741,9.199,4.040,198.282,52.875
2020-08-19,18.198,26.501,7.511,3.530,178.143,49.978
2020-08-20,22.339,32.120,10.006,4.162,208.342,39.505
2020-08-21,26.147,37.498,10.086,4.134,209.034,41.267
2020-08-22,35.518,49.911,14.409,5.279,257.259,41.917
2020-08-23,41.591,58.389,18.635,6.574,321.775,39.411
2020-08-24,50.076,70.489,21.248,7.520,398.039,38.294
