date,pm25,pm10,no2,so2,co,o3
2018-03-19,140.574,198.228,30.114,16.482,1430.481,77.464
2018-03-20,172.232,242.672,31.182,19.104,1845.100,77.408
2018-03-21,186.594,262.566,31.390,19.540,2048.379,80.875
2018-03-22,156.436,220.228,40.873,17.513,1606.212,91.511
2018-03-23,109.908,154.350,22.049,13.214,862.808,75.093
2018-03-24,129.255,180.938,28.112,13.511,1035.500,60.820
2018-03-25,128.222,179.510,24.291,14.204,1140.717,82.171
2018-03-26,117.007,163.822,16.335,11.963,796.734,79.422
2018-03-27,107.753,150.583,14.108,9.526,734.020,91.327
2018-03-28,114.154,159.791,20.576,12.869,840.615,73.881
2018-03-29,88.916,124.211,17.777,10.495,598.856,65.105
2018-03-30,97.093,135.864,16.137,9.908,611.429,57.031
2018-03-31,93.601,131.467,21.213,12.134,784.941,62.258
2018-04-01,80.249,112.977,20.191,13.240,895.930,71.062
2018-04-02,129.942,182.508,34.970,13.676,1001.106,70.184
2018-04-03,120.409,168.771,22.316,14.815,1184.452,84.746
2018-04-04,120.946,169.529,17.449,14.062,1377.262,94.954
2018-04-05,112.178,156.880,17.695,11.289,926.825,79.185
2018-04-06,98.242,136.963,14.555,10.310,679.093,67.267
2018-04-07,103.144,144.475,22.021,13.728,912.376,57.696
2018-04-08,96.917,135.715,28.989,12.915,836.534,65.770
2018-04-09,97.928,137.435,21.056,14.286,836.846,71.479
2018-04-10,83.978,117.561,23.640,12.509,722.100,66.713
2018-04-11,112.554,157.611,23.849,15.904,864.522,57.678
2018-04-12,76.612,107.819,20.640,13.277,859.708,90.044
2018-04-13,80.417,112.959,20.725,12.625,708.312,76.163
2018-04-14,91.582,128.541,18.753,12.579,614.708,73.382
2018-04-15,86.413,121.340,21.891,14.061,794.481,78.722
2018-04-16,92.890,130.205,20.822,12.355,798.408,97.907
2018-04-17,65.751,91.913,16.376,9.925,632.709,82.587
2018-04-18,61.100,85.744,16.849,9.895,554.405,64.742
2018-04-19,53.165,74.443,13.439,6.972,374.929,56.053
2018-04-20,58.409,82.416,14.759,6.566,351.845,51.800
2018-04-21,47.372,67.491,10.300,6.169,263.824,47.132
2018-04-22,54.524,77.151,12.880,7.764,333.562,52.208
2018-04-23,89.563,126.281,18.941,12.288,616.115,51.487
2018-04-24,106.252,149.669,24.880,14.732,905.191,60.569
2018-04-25,75.961,106.727,18.338,10.101,722.397,76.592
2018-04-26,84.997,118.914,22.394,10.709,632.035,72.707
2018-04-27,84.713,117.847,22.307,10.519,619.120,58.801
2018-04-28,97.965,136.392,20.944,9.569,626.507,75.366
2018-04-29,64.101,88.534,15.520,7.499,399.533,44.082
2018-04-30,66.768,92.770,20.089,8.753,481.878,35.874
2018-05-01,75.498,105.500,23.793,10.033,588.926,46.430
2018-05-02,87.488,121.581,23.629,9.704,597.463,48.661
2018-05-03,82.011,114.319,22.513,9.830,556.642,55.061
2018-05-04,60.379,83.776,14.226,7.218,346.201,57.304
2018-05-05,53.241,73.770,13.612,6.449,338.045,63.304
2018-05-06,81.592,110.676,12.567,6.787,292.395,51.357
2018-05-07,67.661,92.791,9.327,5.175,207.769,45.151
2018-05-08,43.474,60.164,8.238,4.883,191.852,46.887
2018-05-09,45.504,63.474,10.534,6.036,242.776,48.891
2018-05-10,65.331,90.969,15.415,7.960,341.043,49.244
2018-05-11,69.417,96.299,14.227,6.572,342.884,60.113
2018-05-12,61.072,85.166,19.207,8.206,443.829,52.112
2018-05-13,50.674,70.405,10.878,5.522,322.407,64.469
2018-05-14,55.114,76.622,18.852,7.442,382.885,51.091
2018-05-15,90.949,125.936,16.290,7.789,453.822,78.611
2018-05-16,76.399,104.798,17.901,7.404,350.920,53.896
2018-05-17,63.927,87.488,14.381,6.070,338.996,65.746
2018-05-18,53.570,73.886,15.749,6.594,364.979,58.373
2018-05-19,50.541,69.925,16.053,6.422,354.933,56.251
2018-05-20,40.132,55.470,13.552,5.224,320.259,71.973
2018-05-21,55.276,75.990,17.070,6.452,351.590,52.197
2018-05-22,59.382,80.140,13.414,5.865,284.615,54.516
2018-05-23,50.459,69.181,14.042,6.504,270.547,50.633
2018-05-24,36.755,50.517,11.231,5.735,226.536,46.451
2018-05-25,42.628,59.925,10.532,5.494,189.032,41.876
2018-05-26,33.871,48.118,12.336,5.805,203.917,34.659
2018-05-27,29.594,41.594,13.306,6.489,232.209,42.155
2018-05-28,82.754,116.298,18.615,10.124,556.564,37.936
2018-05-29,61.700,85.987,22.949,8.123,475.957,71.228
2018-05-30,68.140,94.214,16.717,6.237,423.205,92.609
2018-05-31,45.055,62.113,14.630,5.955,284.786,50.033
2018-06-01,68.158,93.342,18.597,7.255,374.775,46.634
2018-06-02,64.014,87.326,20.079,7.784,381.525,49.358
2018-06-03,61.459,83.663,20.467,7.628,365.274,49.015
2018-06-04,64.017,87.689,21.090,8.253,445.677,50.580
2018-06-05,41.995,58.259,22.520,7.756,415.870,52.801
2018-06-06,49.783,69.467,26.639,8.321,436.055,56.141
2018-06-07,44.567,62.448,25.776,7.714,397.824,47.699
2018-06-08,45.291,62.342,17.880,6.603,302.233,47.315
2018-06-09,51.063,70.922,19.518,6.764,368.474,62.121
2018-06-10,51.189,71.445,18.388,7.272,399.108,51.215
2018-06-11,31.303,43.632,13.024,5.578,355.663,69.722
2018-06-12,42.635,59.040,16.326,6.731,444.440,65.833
2018-06-13,72.480,96.258,17.120,6.526,385.763,76.559
2018-06-14,87.683,122.354,14.086,6.715,332.299,70.949
2018-06-15,88.946,125.193,9.588,5.589,246.683,75.016
2018-06-16,77.605,107.292,8.716,4.968,228.800,72.709
2018-06-17,99.168,133.225,10.527,5.357,239.419,70.360
2018-06-18,89.215,118.570,12.071,5.946,259.562,69.959
2018-06-19,61.728,82.722,11.872,5.951,253.062,70.281
2018-06-20,69.444,94.147,19.068,7.428,316.526,57.168
2018-06-21,54.036,74.633,10.382,5.236,222.282,62.993
2018-06-22,35.472,48.308,9.162,4.908,192.899,54.955
2018-06-23,28.737,39.708,9.182,4.544,188.167,58.147
2018-06-24,37.774,51.766,14.897,5.944,275.655,56.631
2018-06-25,44.405,59.947,15.359,5.825,256.655,56.006
2018-06-26,30.419,41.368,10.959,5.103,245.211,68.171
2018-06-27,21.943,30.979,7.798,4.169,164.636,51.985
2018-06-28,26.422,36.975,9.577,4.974,169.220,46.611
2018-06-29,29.314,40.237,9.688,5.037,174.948,50.428
2018-06-30,51.514,70.489,8.612,4.740,167.741,57.130
2018-07-01,43.358,59.396,8.346,4.438,171.383,59.255
2018-07-02,34.004,47.062,8.095,4.204,158.137,56.869
2018-07-03,40.818,56.438,12.821,5.882,247.129,59.358
2018-07-04,39.341,54.703,12.950,6.247,242.110,56.608
2018-07-05,45.751,63.435,15.868,7.207,285.004,60.740
2018-07-06,39.070,54.066,14.583,6.328,250.788,51.314
2018-07-07,35.313,48.803,9.719,5.331,195.684,47.689
2018-07-08,28.345,40.056,9.623,4.853,168.958,53.108
2018-07-09,24.933,35.470,9.499,4.670,166.541,49.046
2018-07-10,27.350,38.769,9.389,4.719,165.650,50.808
2018-07-11,30.881,43.619,8.969,4.779,172.488,54.200
2018-07-12,23.912,33.567,10.019,4.987,179.345,53.736
2018-07-13,33.078,45.823,16.614,6.558,214.692,39.127
2018-07-14,36.202,50.531,16.328,6.978,255.789,38.959
2018-07-15,22.740,32.602,7.732,4.221,159.542,49.982
2018-07-16,22.982,35.271,5.853,3.478,133.376,52.386
2018-07-17,27.495,39.670,10.571,5.350,161.377,46.971
2018-07-18,37.794,53.025,18.225,7.419,229.524,37.267
2018-07-19,38.590,54.107,14.999,8.155,360.670,49.462
2018-07-20,34.284,47.999,11.071,4.402,207.175,58.409
2018-07-21,27.333,40.292,5.800,3.428,149.617,53.909
2018-07-22,27.475,39.938,7.368,3.991,159.924,51.871
2018-07-23,31.355,44.015,9.803,4.605,175.329,49.121
2018-07-24,36.255,50.112,13.773,5.648,209.820,45.038
2018-07-25,46.106,62.493,14.807,6.023,218.117,38.913
2018-07-26,37.812,52.236,13.096,5.602,214.081,51.526
2018-07-27,38.630,52.114,14.467,5.835,238.927,43.085
2018-07-28,47.511,63.597,13.036,5.643,229.874,53.136
2018-07-29,51.504,68.235,11.557,5.582,208.758,59.260
2018-07-30,48.172,63.569,12.188,5.414,207.763,50.521
2018-07-31,41.037,54.132,11.919,5.347,214.797,50.307
2018-08-01,40.427,54.157,11.077,5.017,229.431,54.867
2018-08-02,81.585,108.406,13.046,6.190,246.402,53.483
2018-08-03,57.291,76.847,11.643,5.404,211.057,52.835
2018-08-04,77.625,101.128,18.598,6.904,286.787,47.578
2018-08-05,89.011,116.331,21.412,9.369,483.276,42.782
2018-08-06,61.155,80.707,19.559,7.421,390.543,47.787
2018-08-07,37.142,49.869,14.089,6.070,231.302,47.882
2018-08-08,36.064,48.743,14.656,6.296,226.431,44.274
2018-08-09,37.726,51.216,16.607,6.691,240.889,40.978
2018-08-10,55.470,74.968,16.302,6.590,243.838,40.862
2018-08-11,45.551,61.508,16.273,6.302,240.052,38.610
2018-08-12,43.637,59.937,17.454,6.884,257.189,39.205
2018-08-13,36.434,50.966,19.113,6.912,282.533,31.711
2018-08-14,42.097,59.475,18.962,8.290,388.917,36.537
2018-08-15,23.480,33.910,11.079,5.138,210.245,45.180
2018-08-16,25.642,36.791,12.799,5.777,202.557,38.130
2018-08-17,39.031,55.200,17.931,7.995,328.376,34.864
2018-08-18,45.528,63.781,19.898,7.982,388.032,51.423
2018-08-19,42.508,59.450,20.005,7.932,372.245,47.978
2018-08-20,27.575,39.105,13.804,5.642,270.154,43.790
2018-08-21,25.121,35.829,11.637,5.212,224.070,51.431
2018-08-22,21.837,31.212,10.062,5.017,214.141,54.046
2018-08-23,25.662,35.952,12.200,5.610,259.354,55.483
2018-08-24,38.162,52.936,15.092,6.236,263.615,39.165
2018-08-25,40.483,56.535,16.056,6.776,275.763,41.164
2018-08-26,28.269,39.854,13.885,6.042,250.901,41.792
2018-08-27,28.294,39.825,11.488,5.457,231.709,44.027
2018-08-28,37.689,53.130,9.768,5.128,209.713,47.386
2018-08-29,33.269,47.339,9.765,5.027,205.272,50.501
2018-08-30,35.281,49.719,12.067,5.743,238.695,51.610
2018-08-31,52.494,72.800,17.689,7.688,359.273,49.428
2018-09-01,37.373,51.756,11.085,5.490,333.368,54.613
2018-09-02,37.919,52.331,10.579,4.917,231.204,47.817
2018-09-03,42.482,58.645,16.544,7.307,340.791,52.108
2018-09-04,63.533,87.294,20.715,7.865,403.871,53.123
2018-09-05,42.503,59.234,17.125,7.261,390.736,45.044
2018-09-06,36.003,50.626,6.847,4.148,205.425,58.060
2018-09-07,46.880,64.886,10.695,5.724,244.405,53.193
2018-09-08,55.922,76.533,16.469,7.840,330.676,45.161
2018-09-09,58.835,79.196,15.663,6.897,314.322,45.050
2018-09-10,54.648,71.625,12.820,6.391,278.070,48.086
2018-09-11,52.322,69.747,14.285,6.873,298.661,46.970
2018-09-12,70.457,93.527,11.876,6.234,322.441,61.004
2018-09-13,69.773,93.820,15.016,7.408,353.598,61.228
2018-09-14,79.111,108.784,22.182,10.069,540.450,46.337
2018-09-15,84.150,117.391,24.051,11.096,800.831,60.944
2018-09-16,74.738,103.969,21.438,9.711,738.964,73.050
2018-09-17,96.298,132.337,22.719,10.202,744.261,73.967
2018-09-18,89.172,122.596,23.265,10.449,798.035,79.831
2018-09-19,55.665,77.454,17.805,8.004,667.241,78.465
2018-09-20,46.507,65.470,18.882,8.347,486.702,39.952
2018-09-21,42.563,60.258,15.514,8.063,374.295,37.910
2018-09-22,83.128,116.858,21.021,11.702,639.823,38.451
2018-09-23,95.358,133.697,22.832,11.936,686.476,46.690
2018-09-24,57.592,81.021,17.627,9.626,490.273,52.648
2018-09-25,56.937,79.930,16.199,9.713,444.730,63.611
2018-09-26,85.921,120.429,21.010,10.440,506.530,65.714
2018-09-27,78.625,110.410,25.038,11.164,612.039,64.994
2018-09-28,121.223,169.683,24.609,13.010,802.005,56.989
2018-09-29,121.220,169.544,23.592,12.798,926.894,72.698
2018-09-30,128.185,179.842,26.201,14.279,996.990,72.448
2018-10-01,110.092,154.750,27.233,13.726,966.391,75.374
2018-10-02,91.060,128.141,28.034,13.715,889.069,78.060
2018-10-03,135.639,190.225,29.687,14.810,1023.071,63.974
2018-10-04,138.055,193.579,31.917,14.787,1126.600,72.030
2018-10-05,137.163,192.910,29.329,14.752,1280.065,82.148
2018-10-06,141.635,199.419,29.552,16.696,1439.374,75.593
2018-10-07,128.711,181.004,26.654,15.482,1365.944,80.992
2018-10-08,122.516,171.789,19.862,13.708,1080.774,87.726
2018-10-09,78.439,110.012,21.502,11.791,798.018,64.763
2018-10-10,54.485,76.630,14.362,7.924,463.790,47.173
2018-10-11,45.537,64.262,13.010,7.216,437.300,31.119
2018-10-12,56.841,80.339,17.084,9.513,501.378,32.989
2018-10-13,43.489,61.558,15.111,7.287,400.177,42.566
2018-10-14,86.628,122.090,25.564,13.307,773.295,45.083
2018-10-15,140.905,198.731,29.456,18.813,1340.639,66.449
2018-10-16,168.767,237.662,32.604,19.474,1784.790,66.241
2018-10-17,159.401,224.246,30.063,19.134,1693.786,68.456
2018-10-18,149.494,210.322,33.358,17.903,1422.261,72.247
2018-10-19,158.520,222.770,31.550,18.380,1356.060,69.951
2018-10-20,180.384,253.699,21.631,21.316,1837.222,63.301
2018-10-21,165.703,232.806,28.861,19.470,1594.446,64.883
2018-10-22,182.602,256.930,20.995,21.349,1977.842,61.769
2018-10-23,192.451,270.850,34.815,21.465,2141.724,63.749
2018-10-24,160.540,226.113,30.165,21.425,1946.403,65.565
2018-10-25,153.371,216.116,34.079,21.070,1638.327,64.371
2018-10-26,155.941,219.944,31.911,20.996,1652.964,69.043
2018-10-27,159.466,224.901,28.010,21.253,1658.273,61.672
2018-10-28,129.544,182.601,25.430,16.235,1186.012,46.703
2018-10-29,83.863,118.396,27.994,14.507,790.575,40.535
2018-10-30,102.402,144.602,24.528,17.812,1002.279,37.332
2018-10-31,85.036,120.169,25.877,15.433,861.391,43.969
2018-11-01,119.679,169.032,24.644,19.690,1140.470,44.905
2018-11-02,123.057,173.848,25.897,20.588,1206.481,69.593
2018-11-03,114.925,162.350,26.345,18.272,1000.726,67.111
2018-11-04,107.652,152.175,22.893,16.524,843.205,73.072
2018-11-05,113.014,159.732,22.543,17.967,925.413,66.103
2018-11-06,172.445,243.172,30.681,23.436,1264.067,52.825
2018-11-07,170.309,239.878,24.493,23.562,1556.778,62.553
2018-11-08,200.611,281.812,17.848,28.763,1855.406,52.256
2018-11-09,198.221,278.620,25.535,28.720,2092.395,52.681
2018-11-10,191.686,269.874,28.008,29.667,2083.691,60.488
2018-11-11,212.685,299.810,41.768,31.733,2390.057,62.691
2018-11-12,196.974,277.879,25.263,31.240,2359.762,62.546
2018-11-13,187.830,265.196,42.596,29.696,2136.212,66.516
2018-11-14,240.011,338.551,33.820,36.363,2648.309,65.378
2018-11-15,212.327,298.959,34.609,26.545,2022.020,98.068
2018-11-16,174.594,245.627,24.974,25.795,1598.472,84.003
2018-11-17,157.638,221.621,24.950,27.170,1542.194,77.600
2018-11-18,208.425,293.254,38.309,31.306,1914.531,55.744
2018-11-19,198.971,280.207,44.630,32.131,2028.928,58.597
2018-11-20,248.252,349.561,44.824,35.004,2564.143,59.400
2018-11-21,195.230,275.128,33.084,29.061,2227.448,66.625
2018-11-22,209.678,295.597,35.456,30.547,2108.324,53.353
2018-11-23,212.339,299.502,30.475,31.730,2257.332,51.679
2018-11-24,205.479,290.046,34.869,30.191,2304.045,54.494
2018-11-25,188.778,266.386,27.526,29.425,2057.455,49.134
2018-11-26,175.014,247.094,28.687,28.083,1883.025,44.544
2018-11-27,179.333,252.744,37.515,26.883,1914.363,42.635
2018-11-28,157.923,222.882,30.120,26.002,1558.781,46.666
2018-11-29,179.112,252.885,38.685,27.100,1818.692,49.908
2018-11-30,178.040,251.421,31.039,26.154,1724.035,52.777
2018-12-01,220.902,311.914,27.535,29.180,2046.849,47.212
2018-12-02,198.717,280.518,30.157,27.831,2041.212,48.839
2018-12-03,198.851,280.768,36.990,27.971,2144.184,50.752
2018-12-04,192.041,271.143,38.987,26.911,1962.277,47.983
2018-12-05,183.045,258.447,35.579,26.195,1909.198,51.803
2018-12-06,220.359,311.117,31.945,27.847,2239.292,46.082
2018-12-07,208.097,293.795,30.546,27.011,2293.632,53.926
2018-12-08,195.026,275.315,42.300,24.464,1982.496,51.475
2018-12-09,203.041,286.689,31.765,28.475,2135.359,49.311
2018-12-10,204.898,289.375,29.233,28.061,2326.849,49.073
2018-12-11,213.708,301.865,30.051,27.841,2322.218,51.420
2018-12-12,210.541,297.345,38.336,28.798,2516.358,55.147
2018-12-13,200.559,283.272,48.492,26.122,2326.442,67.053
2018-12-14,170.637,241.009,38.756,20.942,1668.194,67.931
2018-12-15,187.036,264.071,31.996,24.129,1600.435,46.231
2018-12-16,175.494,247.865,28.529,21.038,1633.259,47.817
2018-12-17,172.662,243.982,29.008,18.764,1552.114,29.546
2018-12-18,95.862,135.550,17.807,12.312,832.863,42.214
2018-12-19,89.552,126.476,20.674,14.956,918.744,49.609
2018-12-20,117.020,165.239,28.302,16.134,1097.032,51.978
2018-12-21,157.565,222.499,31.525,20.206,1496.771,45.152
2018-12-22,165.415,233.612,35.554,19.090,1437.197,50.583
2018-12-23,195.260,275.705,37.246,23.297,1777.426,44.218
2018-12-24,181.195,255.899,42.040,21.009,1856.238,55.416
2018-12-25,207.122,292.498,26.461,19.975,1881.808,73.320
2018-12-26,223.102,314.920,28.397,20.798,1909.376,69.717
2018-12-27,224.788,317.203,34.716,21.854,2059.796,54.911
2018-12-28,178.784,252.037,25.179,19.270,1590.697,70.216
2018-12-29,170.133,239.851,25.813,17.360,1508.936,69.561
2018-12-30,140.389,198.084,27.329,16.780,1373.460,56.864
2018-12-31,166.515,235.120,34.648,20.267,1609.094,47.097
2019-01-01,177.102,250.166,36.076,24.423,1699.685,50.621
2019-01-02,210.275,297.020,35.820,28.436,1984.566,47.456
2019-01-03,200.052,282.598,30.685,24.244,2001.403,67.235
2019-01-04,246.428,347.749,43.857,26.265,2326.000,62.922
2019-01-05,180.124,254.277,40.369,25.148,1848.070,53.482
2019-01-06,192.591,271.912,40.758,26.286,1945.110,47.844
2019-01-07,207.861,293.504,56.435,25.059,2082.221,55.803
2019-01-08,189.637,267.879,32.765,25.059,1740.567,63.453
2019-01-09,222.216,313.783,38.514,24.187,1778.918,69.277
2019-01-10,223.261,315.218,33.658,27.108,2125.443,53.761
2019-01-11,246.272,347.616,40.909,27.372,2365.843,50.522
2019-01-12,222.375,313.975,33.751,26.675,2293.283,53.313
2019-01-13,197.226,278.498,37.615,23.950,1890.776,52.998
2019-01-14,226.221,319.310,42.586,24.290,2052.177,62.202
2019-01-15,216.786,305.446,29.963,23.848,2068.001,70.099
2019-01-16,192.696,271.264,33.153,21.006,1727.129,61.017
2019-01-17,234.417,330.130,30.908,26.480,2083.187,50.485
2019-01-18,294.089,414.504,40.264,30.256,2863.509,53.070
2019-01-19,259.160,365.439,38.229,26.633,2632.876,60.475
2019-01-20,266.464,375.899,31.701,27.875,2412.951,52.852
2019-01-21,240.550,339.493,43.985,28.542,2520.360,48.479
2019-01-22,235.166,332.052,39.395,28.296,2578.799,53.260
2019-01-23,217.167,306.664,48.226,26.035,2331.737,58.633
2019-01-24,205.380,289.984,42.463,23.264,2139.948,61.645
2019-01-25,185.493,261.799,36.137,22.173,1591.264,57.609
2019-01-26,170.488,240.597,25.863,19.167,1468.826,68.245
2019-01-27,172.070,242.687,26.819,19.741,1288.409,54.319
2019-01-28,146.271,206.374,21.541,17.860,1075.127,62.428
2019-01-29,111.148,156.677,15.000,15.931,865.025,75.927
2019-01-30,164.953,232.566,29.605,23.091,1364.952,65.437
2019-01-31,193.464,272.852,30.064,24.639,1685.799,49.092
2019-02-01,183.601,259.203,42.169,24.503,1724.405,52.041
2019-02-02,192.371,271.663,38.117,25.172,1806.142,66.230
2019-02-03,205.493,290.186,48.508,25.576,1958.346,62.780
2019-02-04,171.868,242.559,33.345,21.684,1624.042,70.724
2019-02-05,178.169,251.281,34.298,22.195,1465.924,66.528
2019-02-06,212.271,299.534,35.595,26.718,1935.434,60.321
2019-02-07,226.632,319.877,45.282,25.983,2164.429,63.387
2019-02-08,171.168,241.645,23.532,15.756,1609.134,94.050
2019-02-09,90.320,127.503,10.718,10.222,656.937,90.706
2019-02-10,94.398,133.164,19.849,14.587,822.129,69.547
2019-02-11,128.791,181.675,29.836,18.024,1021.145,65.168
2019-02-12,128.905,181.914,29.081,18.639,1058.084,71.291
2019-02-13,155.127,218.947,30.416,21.588,1262.739,59.326
2019-02-14,165.753,234.073,33.598,22.960,1469.733,62.845
2019-02-15,178.922,252.720,29.228,20.967,1569.739,79.664
2019-02-16,153.493,216.592,26.551,22.928,1342.940,48.079
2019-02-17,184.880,260.763,27.489,21.746,1272.929,73.307
2019-02-18,179.698,253.316,34.893,24.904,1570.584,57.922
2019-02-19,167.080,235.618,41.313,20.282,1370.181,70.041
2019-02-20,188.500,265.716,25.445,22.520,1443.787,67.814
2019-02-21,177.040,249.443,30.452,22.550,1760.720,67.239
2019-02-22,178.556,251.273,31.047,21.247,1594.022,71.525
2019-02-23,126.339,177.328,24.986,16.934,943.480,80.567
2019-02-24,138.634,195.255,26.851,24.193,1255.896,65.287
2019-02-25,103.430,145.730,25.917,15.426,1112.460,71.885
2019-02-26,66.543,93.619,18.474,12.211,769.997,72.884
2019-02-27,67.441,94.439,21.187,8.796,597.406,65.321
2019-02-28,127.587,178.543,24.773,17.706,979.496,49.947
2019-03-01,120.489,169.083,31.005,18.428,1030.715,63.021
2019-03-02,99.176,139.568,27.243,15.603,925.055,71.766
2019-03-03,137.644,193.996,34.505,19.672,1220.014,66.366
2019-03-04,113.442,160.012,18.521,15.447,1166.481,92.175
2019-03-05,87.778,122.932,12.825,8.507,643.804,83.068
2019-03-06,150.847,211.050,27.616,16.975,1004.648,60.810
2019-03-07,201.151,282.064,31.209,21.648,1505.204,59.102
2019-03-08,133.726,188.617,30.865,19.203,1141.415,75.092
2019-03-09,137.737,194.448,32.049,18.902,1243.800,86.393
2019-03-10,102.415,143.137,20.305,11.122,885.872,84.794
2019-03-11,123.999,174.065,25.002,12.876,879.768,50.669
2019-03-12,106.644,149.734,21.862,11.496,736.062,88.156
2019-03-13,120.491,168.765,18.628,13.001,727.623,77.908
2019-03-14,131.439,184.357,23.251,12.786,933.444,88.314
2019-03-15,117.782,165.174,22.118,17.779,1023.211,98.823
2019-03-16,92.760,130.331,19.888,17.396,906.490,108.028
2019-03-17,108.259,151.820,21.438,17.278,1017.044,82.752
2019-03-18,118.957,167.109,24.604,20.050,1081.623,76.734
2019-03-19,124.604,174.656,25.105,15.467,986.140,94.778
2019-03-20,84.976,118.566,16.110,11.750,707.265,95.509
2019-03-21,71.766,100.478,16.231,11.150,555.605,84.114
2019-03-22,79.990,112.169,16.418,11.118,542.791,86.141
2019-03-23,79.632,112.102,17.988,12.619,694.475,87.688
2019-03-24,108.431,153.124,25.898,17.762,976.980,83.643
2019-03-25,134.538,189.834,39.491,20.107,1315.619,86.218
2019-03-26,140.284,196.971,30.929,17.821,1192.119,100.998
2019-03-27,105.790,147.217,28.757,14.297,937.556,77.018
2019-03-28,171.297,239.858,27.657,20.805,1728.456,81.713
2019-03-29,170.805,239.871,28.398,19.546,1592.512,79.113
2019-03-30,134.910,187.160,28.222,15.469,1066.615,81.838
2019-03-31,88.296,121.922,15.272,8.830,665.659,75.852
2019-04-01,78.872,110.233,19.514,12.099,814.223,63.576
2019-04-02,64.731,90.819,14.401,7.453,540.889,76.823
2019-04-03,59.579,83.580,13.643,8.469,475.168,75.942
2019-04-04,93.760,129.957,16.426,9.775,541.025,54.168
2019-04-05,118.222,163.060,19.514,10.100,604.864,55.524
2019-04-06,78.727,109.942,22.456,12.422,664.444,53.258
2019-04-07,76.174,107.031,23.871,10.306,724.023,67.522
2019-04-08,73.536,103.315,19.331,10.384,656.071,72.473
2019-04-09,58.590,82.235,15.238,7.773,433.294,67.124
2019-04-10,70.599,99.282,23.577,12.479,633.836,51.931
2019-04-11,129.560,181.664,24.447,14.673,882.493,58.064
2019-04-12,91.264,127.637,20.722,11.521,645.015,62.407
2019-04-13,120.773,169.309,28.878,14.999,947.259,67.158
2019-04-14,89.443,125.594,25.505,14.186,871.162,68.872
2019-04-15,88.897,124.296,27.381,12.290,820.192,69.348
2019-04-16,72.713,101.490,14.833,9.454,430.112,61.577
2019-04-17,93.975,131.271,16.364,12.120,727.770,104.115
2019-04-18,116.386,162.968,21.216,16.882,1010.780,89.278
2019-04-19,96.251,135.090,22.746,14.829,885.231,112.650
2019-04-20,133.955,188.194,33.003,16.866,1082.742,84.224
2019-04-21,105.468,147.905,24.166,13.059,913.261,106.144
2019-04-22,72.863,102.299,21.819,11.274,678.306,89.431
2019-04-23,99.777,140.654,32.585,15.355,1108.733,78.689
2019-04-24,115.543,163.023,25.216,14.252,1153.117,98.830
2019-04-25,125.555,176.988,21.665,15.002,1097.329,75.318
2019-04-26,76.422,107.156,28.371,12.750,681.598,67.455
2019-04-27,77.492,108.224,15.678,7.991,448.073,59.647
2019-04-28,64.631,89.737,11.024,6.302,294.586,55.432
2019-04-29,47.956,67.947,7.153,4.478,232.155,56.659
2019-04-30,42.632,61.130,7.009,4.288,210.930,50.359
2019-05-01,36.390,52.261,10.139,5.682,222.367,47.730
2019-05-02,37.816,53.749,14.323,7.599,294.892,47.659
2019-05-03,35.311,50.009,10.542,5.088,281.322,58.430
2019-05-04,46.938,66.596,9.895,5.936,329.577,66.274
2019-05-05,62.284,86.593,11.491,7.375,417.495,89.642
2019-05-06,90.481,116.789,10.951,6.282,367.899,84.320
2019-05-07,97.770,125.471,9.140,5.371,348.104,90.957
2019-05-08,67.861,87.964,8.190,5.050,309.840,87.553
2019-05-09,65.730,85.578,7.446,4.385,283.774,91.675
2019-05-10,79.810,103.761,8.028,4.597,297.906,88.654
2019-05-11,69.501,92.039,7.750,4.571,287.890,86.918
2019-05-12,77.693,104.251,11.085,6.176,327.125,80.635
2019-05-13,79.049,105.405,12.987,6.509,361.762,81.491
2019-05-14,68.629,92.950,17.876,7.472,441.063,77.024
2019-05-15,96.516,129.946,20.881,8.399,486.060,67.259
2019-05-16,84.204,111.437,13.799,6.472,341.720,64.518
2019-05-17,62.979,84.219,10.979,5.431,280.591,76.913
2019-05-18,63.403,85.048,9.291,5.125,275.578,79.792
2019-05-19,93.996,126.411,18.492,7.466,410.319,61.306
2019-05-20,104.330,142.614,21.898,9.588,624.559,60.243
2019-05-21,107.417,144.186,22.465,8.037,539.521,75.090
2019-05-22,69.524,92.583,18.566,6.239,356.584,65.544
2019-05-23,63.731,85.700,15.322,6.259,327.229,63.326
2019-05-24,48.645,66.833,13.218,4.922,279.922,55.166
2019-05-25,42.930,58.901,12.851,5.244,266.662,50.854
2019-05-26,57.394,77.630,11.481,5.598,276.162,61.473
2019-05-27,57.418,77.172,14.660,6.085,306.634,55.141
2019-05-28,69.184,93.360,16.730,6.694,364.766,62.153
2019-05-29,69.483,94.619,20.170,7.364,433.364,59.260
2019-05-30,74.675,101.518,16.151,6.403,350.622,62.273
2019-05-31,62.537,84.925,21.481,6.475,363.681,62.237
2019-06-01,55.832,75.239,14.774,5.811,327.105,56.664
2019-06-02,49.114,66.673,17.276,5.341,326.224,52.349
2019-06-03,45.155,61.061,11.521,4.805,297.935,70.795
2019-06-04,54.628,73.166,12.669,5.155,313.573,68.692
2019-06-05,48.706,65.694,12.840,4.678,267.860,55.293
2019-06-06,46.199,63.233,15.635,5.856,317.748,51.389
