date,year,month,aqi,pm25,pm10,no2,so2,co,o3,season,source
2018-08-21,2018,8,187.190,25.121,35.829,11.637,5.212,224.070,51.431,Monsoon,monthly_avg
2018-08-22,2018,8,187.190,21.837,31.212,10.062,5.017,214.141,54.046,Monsoon,monthly_avg
2018-08-23,2018,8,187.190,25.662,35.952,12.200,5.610,259.354,55.483,Monsoon,monthly_avg
2018-08-24,2018,8,187.190,38.162,52.936,15.092,6.236,263.615,39.165,Monsoon,monthly_avg
2018-08-25,2018,8,187.190,40.483,56.535,16.056,6.776,275.763,41.164,Monsoon,monthly_avg
2018-08-26,2018,8,187.190,28.269,39.854,13.885,6.042,250.901,41.792,Monsoon,monthly_avg
2018-08-27,2018,8,187.190,28.294,39.825,11.488,5.457,231.709,44.027,Monsoon,monthly_avg
2018-08-28,2018,8,187.190,37.689,53.130,9.768,5.128,209.713,47.386,Monsoon,monthly_avg
2018-08-29,2018,8,187.190,33.269,47.339,9.765,5.027,205.272,50.501,Monsoon,monthly_avg
2018-08-30,2018,8,187.190,35.281,49.719,12.067,5.743,238.695,51.610,Monsoon,monthly_avg
2018-08-31,2018,8,187.190,52.494,72.800,17.689,7.688,359.273,49.428,Monsoon,monthly_avg
2018-09-01,2018,9,186.930,37.373,51.756,11.085,5.490,333.368,54.613,Monsoon,monthly_avg
2018-09-02,2018,9,186.930,37.919,52.331,10.579,4.917,231.204,47.817,Monsoon,monthly_avg
2018-09-03,2018,9,186.930,42.482,58.645,16.544,7.307,340.791,52.108,Monsoon,monthly_avg
2018-09-04,2018,9,186.930,63.533,87.294,20.715,7.865,403.871,53.123,Monsoon,monthly_avg
2018-09-05,2018,9,186.930,42.503,59.234,17.125,7.261,390.736,45.044,Monsoon,monthly_avg
2018-09-06,2018,9,186.930,36.003,50.626,6.847,4.148,205.425,58.060,Monsoon,monthly_avg
2018-09-07,2018,9,186.930,46.880,64.886,10.695,5.724,244.405,53.193,Monsoon,monthly_avg
2018-09-08,2018,9,186.930,55.922,76.533,16.469,7.840,330.676,45.161,Monsoon,monthly_avg
2018-09-09,2018,9,186.930,58.835,79.196,15.663,6.897,314.322,45.050,Monsoon,monthly_avg
2018-09-10,2018,9,186.930,54.648,71.625,12.820,6.391,278.070,48.086,Monsoon,monthly_avg
2018-09-11,2018,9,186.930,52.322,69.747,14.285,6.873,298.661,46.970,Monsoon,monthly_avg
2018-09-12,2018,9,186.930,70.457,93.527,11.876,6.234,322.441,61.004,Monsoon,monthly_avg
2018-09-13,2018,9,186.930,69.773,93.820,15.016,7.408,353.598,61.228,Monsoon,monthly_avg
2018-09-14,2018,9,186.930,79.111,108.784,22.182,10.069,540.450,46.337,Monsoon,monthly_avg
2018-09-15,2018,9,186.930,84.150,117.391,24.051,11.096,800.831,60.944,Monsoon,monthly_avg
2018-09-16,2018,9,186.930,74.738,103.969,21.438,9.711,738.964,73.050,Monsoon,monthly_avg
2018-09-17,2018,9,186.930,96.298,132.337,22.719,10.202,744.261,73.967,Monsoon,monthly_avg
2018-09-18,2018,9,186.930,89.172,122.596,23.265,10.449,798.035,79.831,Monsoon,monthly_avg
2018-09-19,2018,9,186.930,55.665,77.454,17.805,8.004,667.241,78.465,Monsoon,monthly_avg
2018-09-20,2018,9,186.930,46.507,65.470,18.882,8.347,486.702,39.952,Monsoon,monthly_avg
2018-09-21,2018,9,186.930,42.563,60.258,15.514,8.063,374.295,37.910,Monsoon,monthly_avg
2018-09-22,2018,9,186.930,83.128,116.858,21.021,11.702,639.823,38.451,Monsoon,monthly_avg
2018-09-23,2018,9,186.930,95.358,133.697,22.832,11.936,686.476,46.690,Monsoon,monthly_avg
2018-09-24,2018,9,186.930,57.592,81.021,17.627,9.626,490.273,52.648,Monsoon,monthly_avg
2018-09-25,2018,9,186.930,56.937,79.930,16.199,9.713,444.730,63.611,Monsoon,monthly_avg
2018-09-26,2018,9,186.930,85.921,120.429,21.010,10.440,506.530,65.714,Monsoon,monthly_avg
2018-09-27,2018,9,186.930,78.625,110.410,25.038,11.164,612.039,64.994,Monsoon,monthly_avg
2018-09-28,2018,9,186.930,121.223,169.683,24.609,13.010,802.005,56.989,Monsoon,monthly_avg
2018-09-29,2018,9,186.930,121.220,169.544,23.592,12.798,926.894,72.698,Monsoon,monthly_avg
2018-09-30,2018,9,186.930,128.185,179.842,26.201,14.279,996.990,72.448,Monsoon,monthly_avg
2018-10-01,2018,10,186.270,110.092,154.750,27.233,13.726,966.391,75.374,Post-monsoon,monthly_avg
2018-10-02,2018,10,186.270,91.060,128.141,28.034,13.715,889.069,78.060,Post-monsoon,monthly_avg
2018-10-03,2018,10,186.270,135.639,190.225,29.687,14.810,1023.071,63.974,Post-monsoon,monthly_avg
2018-10-04,2018,10,186.270,138.055,193.579,31.917,14.787,1126.600,72.030,Post-monsoon,monthly_avg
2018-10-05,2018,10,186.270,137.163,192.910,29.329,14.752,1280.065,82.148,Post-monsoon,monthly_avg
2018-10-06,2018,10,186.270,141.635,199.419,29.552,16.696,1439.374,75.593,Post-monsoon,monthly_avg
2018-10-07,2018,10,186.270,128.711,181.004,26.654,15.482,1365.944,80.992,Post-monsoon,monthly_avg
2018-10-08,2018,10,186.270,122.516,171.789,19.862,13.708,1080.774,87.726,Post-monsoon,monthly_avg
2018-10-09,2018,10,186.270,78.439,110.012,21.502,11.791,798.018,64.763,Post-monsoon,monthly_avg
2018-10-10,2018,10,186.270,54.485,76.630,14.362,7.924,463.790,47.173,Post-monsoon,monthly_avg
2018-10-11,2018,10,186.270,45.537,64.262,13.010,7.216,437.300,31.119,Post-monsoon,monthly_avg
2018-10-12,2018,10,186.270,56.841,80.339,17.084,9.513,501.378,32.989,Post-monsoon,monthly_avg
2018-10-13,2018,10,186.270,43.489,61.558,15.111,7.287,400.177,42.566,Post-monsoon,monthly_avg
2018-10-14,2018,10,186.270,86.628,122.090,25.564,13.307,773.295,45.083,Post-monsoon,monthly_avg
2018-10-15,2018,10,186.270,140.905,198.731,29.456,18.813,1340.639,66.449,Post-monsoon,monthly_avg
2018-10-16,2018,10,186.270,168.767,237.662,32.604,19.474,1784.790,66.241,Post-monsoon,monthly_avg
2018-10-17,2018,10,186.270,159.401,224.246,30.063,19.134,1693.786,68.456,Post-monsoon,monthly_avg
2018-10-18,2018,10,186.270,149.494,210.322,33.358,17.903,1422.261,72.247,Post-monsoon,monthly_avg
2018-10-19,2018,10,186.270,158.520,222.770,31.550,18.380,1356.060,69.951,Post-monsoon,monthly_avg
2018-10-20,2018,10,186.270,180.384,253.699,21.631,21.316,1837.222,63.301,Post-monsoon,monthly_avg
2018-10-21,2018,10,186.270,165.703,232.806,28.861,19.470,1594.446,64.883,Post-monsoon,monthly_avg
2018-10-22,2018,10,186.270,182.602,256.930,20.995,21.349,1977.842,61.769,Post-monsoon,monthly_avg
2018-10-23,2018,10,186.270,192.451,270.850,34.815,21.465,2141.724,63.749,Post-monsoon,monthly_avg
2018-10-24,2018,10,186.270,160.540,226.113,30.165,21.425,1946.403,65.565,Post-monsoon,monthly_avg
2018-10-25,2018,10,186.270,153.371,216.116,34.079,21.070,1638.327,64.371,Post-monsoon,monthly_avg
2018-10-26,2018,10,186.270,155.941,219.944,31.911,20.996,1652.964,69.043,Post-monsoon,monthly_avg
2018-10-27,2018,10,186.270,159.466,224.901,28.010,21.253,1658.273,61.672,Post-monsoon,monthly_avg
2018-10-28,2018,10,186.270,129.544,182.601,25.430,16.235,1186.012,46.703,Post-monsoon,monthly_avg
2018-10-29,2018,10,186.270,83.863,118.396,27.994,14.507,790.575,40.535,Post-monsoon,monthly_avg
2018-10-30,2018,10,186.270,102.402,144.602,24.528,17.812,1002.279,37.332,Post-monsoon,monthly_avg
2018-10-31,2018,10,186.270,85.036,120.169,25.877,15.433,861.391,43.969,Post-monsoon,monthly_avg
2018-11-01,2018,11,187.270,119.679,169.032,24.644,19.690,1140.470,44.905,Post-monsoon,monthly_avg
2018-11-02,2018,11,187.270,123.057,173.848,25.897,20.588,1206.481,69.593,Post-monsoon,monthly_avg
2018-11-03,2018,11,187.270,114.925,162.350,26.345,18.272,1000.726,67.111,Post-monsoon,monthly_avg
2018-11-04,2018,11,187.270,107.652,152.175,22.893,16.524,843.205,73.072,Post-monsoon,monthly_avg
2018-11-05,2018,11,187.270,113.014,159.732,22.543,17.967,925.413,66.103,Post-monsoon,monthly_avg
2018-11-06,2018,11,187.270,172.445,243.172,30.681,23.436,1264.067,52.825,Post-monsoon,monthly_avg
2018-11-07,2018,11,187.270,170.309,239.878,24.493,23.562,1556.778,62.553,Post-monsoon,monthly_avg
2018-11-08,2018,11,187.270,200.611,281.812,17.848,28.763,1855.406,52.256,Post-monsoon,monthly_avg
2018-11-09,2018,11,187.270,198.221,278.620,25.535,28.720,2092.395,52.681,Post-monsoon,monthly_avg
2018-11-10,2018,11,187.270,191.686,269.874,28.008,29.667,2083.691,60.488,Post-monsoon,monthly_avg
2018-11-11,2018,11,187.270,212.685,299.810,41.768,31.733,2390.057,62.691,Post-monsoon,monthly_avg
2018-11-12,2018,11,187.270,196.974,277.879,25.263,31.240,2359.762,62.546,Post-monsoon,monthly_avg
2018-11-13,2018,11,187.270,187.830,265.196,42.596,29.696,2136.212,66.516,Post-monsoon,monthly_avg
2018-11-14,2018,11,187.270,240.011,338.551,33.820,36.363,2648.309,65.378,Post-monsoon,monthly_avg
2018-11-15,2018,11,187.270,212.327,298.959,34.609,26.545,2022.020,98.068,Post-monsoon,monthly_avg
2018-11-16,2018,11,187.270,174.594,245.627,24.974,25.795,1598.472,84.003,Post-monsoon,monthly_avg
2018-11-17,2018,11,187.270,157.638,221.621,24.950,27.170,1542.194,77.600,Post-monsoon,monthly_avg
2018-11-18,2018,11,187.270,208.425,293.254,38.309,31.306,1914.531,55.744,Post-monsoon,monthly_avg
2018-11-19,2018,11,187.270,198.971,280.207,44.630,32.131,2028.928,58.597,Post-monsoon,monthly_avg
2018-11-20,2018,11,187.270,248.252,349.561,44.824,35.004,2564.143,59.400,Post-monsoon,monthly_avg
2018-11-21,2018,11,187.270,195.230,275.128,33.084,29.061,2227.448,66.625,Post-monsoon,monthly_avg
2018-11-22,2018,11,187.270,209.678,295.597,35.456,30.547,2108.324,53.353,Post-monsoon,monthly_avg
2018-11-23,2018,11,187.270,212.339,299.502,30.475,31.730,2257.332,51.679,Post-monsoon,monthly_avg
2018-11-24,2018,11,187.270,205.479,290.046,34.869,30.191,2304.045,54.494,Post-monsoon,monthly_avg
2018-11-25,2018,11,187.270,188.778,266.386,27.526,29.425,2057.455,49.134,Post-monsoon,monthly_avg
2018-11-26,2018,11,187.270,175.014,247.094,28.687,28.083,1883.025,44.544,Post-monsoon,monthly_avg
2018-11-27,2018,11,187.270,179.333,252.744,37.515,26.883,1914.363,42.635,Post-monsoon,monthly_avg
2018-11-28,2018,11,187.270,157.923,222.882,30.120,26.002,1558.781,46.666,Post-monsoon,monthly_avg
2018-11-29,2018,11,187.270,179.112,252.885,38.685,27.100,1818.692,49.908,Post-monsoon,monthly_avg
2018-11-30,2018,11,187.270,178.040,251.421,31.039,26.154,1724.035,52.777,Post-monsoon,monthly_avg
2018-12-01,2018,12,236.180,220.902,311.914,27.535,29.180,2046.849,47.212,Winter,monthly_avg
2018-12-02,2018,12,236.180,198.717,280.518,30.157,27.831,2041.212,48.839,Winter,monthly_avg
2018-12-03,2018,12,236.180,198.851,280.768,36.990,27.971,2144.184,50.752,Winter,monthly_avg
2018-12-04,2018,12,236.180,192.041,271.143,38.987,26.911,1962.277,47.983,Winter,monthly_avg
2018-12-05,2018,12,236.180,183.045,258.447,35.579,26.195,1909.198,51.803,Winter,monthly_avg
2018-12-06,2018,12,236.180,220.359,311.117,31.945,27.847,2239.292,46.082,Winter,monthly_avg
2018-12-07,2018,12,236.180,208.097,293.795,30.546,27.011,2293.632,53.926,Winter,monthly_avg
2018-12-08,2018,12,236.180,195.026,275.315,42.300,24.464,1982.496,51.475,Winter,monthly_avg
2018-12-09,2018,12,236.180,203.041,286.689,31.765,28.475,2135.359,49.311,Winter,monthly_avg
2018-12-10,2018,12,236.180,204.898,289.375,29.233,28.061,2326.849,49.073,Winter,monthly_avg
2018-12-11,2018,12,236.180,213.708,301.865,30.051,27.841,2322.218,51.420,Winter,monthly_avg
2018-12-12,2018,12,236.180,210.541,297.345,38.336,28.798,2516.358,55.147,Winter,monthly_avg
2018-12-13,2018,12,236.180,200.559,283.272,48.492,26.122,2326.442,67.053,Winter,monthly_avg
2018-12-14,2018,12,236.180,170.637,241.009,38.756,20.942,1668.194,67.931,Winter,monthly_avg
2018-12-15,2018,12,236.180,187.036,264.071,31.996,24.129,1600.435,46.231,Winter,monthly_avg
2018-12-16,2018,12,236.180,175.494,247.865,28.529,21.038,1633.259,47.817,Winter,monthly_avg
2018-12-17,2018,12,236.180,172.662,243.982,29.008,18.764,1552.114,29.546,Winter,monthly_avg
2018-12-18,2018,12,236.180,95.862,135.550,17.807,12.312,832.863,42.214,Winter,monthly_avg
2018-12-19,2018,12,236.180,89.552,126.476,20.674,14.956,918.744,49.609,Winter,monthly_avg
2018-12-20,2018,12,236.180,117.020,165.239,28.302,16.134,1097.032,51.978,Winter,monthly_avg
2018-12-21,2018,12,236.180,157.565,222.499,31.525,20.206,1496.771,45.152,Winter,monthly_avg
2018-12-22,2018,12,236.180,165.415,233.612,35.554,19.090,1437.197,50.583,Winter,monthly_avg
2018-12-23,2018,12,236.180,195.260,275.705,37.246,23.297,1777.426,44.218,Winter,monthly_avg
2018-12-24,2018,12,236.180,181.195,255.899,42.040,21.009,1856.238,55.416,Winter,monthly_avg
2018-12-25,2018,12,236.180,207.122,292.498,26.461,19.975,1881.808,73.320,Winter,monthly_avg
2018-12-26,2018,12,236.180,223.102,314.920,28.397,20.798,1909.376,69.717,Winter,monthly_avg
2018-12-27,2018,12,236.180,224.788,317.203,34.716,21.854,2059.796,54.911,Winter,monthly_avg
2018-12-28,2018,12,236.180,178.784,252.037,25.179,19.270,1590.697,70.216,Winter,monthly_avg
2018-12-29,2018,12,236.180,170.133,239.851,25.813,17.360,1508.936,69.561,Winter,monthly_avg
2018-12-30,2018,12,236.180,140.389,198.084,27.329,16.780,1373.460,56.864,Winter,monthly_avg
2018-12-31,2018,12,236.180,166.515,235.120,34.648,20.267,1609.094,47.097,Winter,monthly_avg
2019-01-01,2019,1,244.280,177.102,250.166,36.076,24.423,1699.685,50.621,Winter,monthly_avg
2019-01-02,2019,1,244.280,210.275,297.020,35.820,28.436,1984.566,47.456,Winter,monthly_avg
2019-01-03,2019,1,244.280,200.052,282.598,30.685,24.244,2001.403,67.235,Winter,monthly_avg
2019-01-04,2019,1,244.280,246.428,347.749,43.857,26.265,2326.000,62.922,Winter,monthly_avg
2019-01-05,2019,1,244.280,180.124,254.277,40.369,25.148,1848.070,53.482,Winter,monthly_avg
2019-01-06,2019,1,244.280,192.591,271.912,40.758,26.286,1945.110,47.844,Winter,monthly_avg
2019-01-07,2019,1,244.280,207.861,293.504,56.435,25.059,2082.221,55.803,Winter,monthly_avg
2019-01-08,2019,1,244.280,189.637,267.879,32.765,25.059,1740.567,63.453,Winter,monthly_avg
2019-01-09,2019,1,244.280,222.216,313.783,38.514,24.187,1778.918,69.277,Winter,monthly_avg
2019-01-10,2019,1,244.280,223.261,315.218,33.658,27.108,2125.443,53.761,Winter,monthly_avg
2019-01-11,2019,1,244.280,246.272,347.616,40.909,27.372,2365.843,50.522,Winter,monthly_avg
2019-01-12,2019,1,244.280,222.375,313.975,33.751,26.675,2293.283,53.313,Winter,monthly_avg
2019-01-13,2019,1,244.280,197.226,278.498,37.615,23.950,1890.776,52.998,Winter,monthly_avg
2019-01-14,2019,1,244.280,226.221,319.310,42.586,24.290,2052.177,62.202,Winter,monthly_avg
2019-01-15,2019,1,244.280,216.786,305.446,29.963,23.848,2068.001,70.099,Winter,monthly_avg
2019-01-16,2019,1,244.280,192.696,271.264,33.153,21.006,1727.129,61.017,Winter,monthly_avg
2019-01-17,2019,1,244.280,234.417,330.130,30.908,26.480,2083.187,50.485,Winter,monthly_avg
2019-01-18,2019,1,244.280,294.089,414.504,40.264,30.256,2863.509,53.070,Winter,monthly_avg
2019-01-19,2019,1,244.280,259.160,365.439,38.229,26.633,2632.876,60.475,Winter,monthly_avg
2019-01-20,2019,1,244.280,266.464,375.899,31.701,27.875,2412.951,52.852,Winter,monthly_avg
2019-01-21,2019,1,244.280,240.550,339.493,43.985,28.542,2520.360,48.479,Winter,monthly_avg
2019-01-22,2019,1,244.280,235.166,332.052,39.395,28.296,2578.799,53.260,Winter,monthly_avg
2019-01-23,2019,1,244.280,217.167,306.664,48.226,26.035,2331.737,58.633,Winter,monthly_avg
2019-01-24,2019,1,244.280,205.380,289.984,42.463,23.264,2139.948,61.645,Winter,monthly_avg
2019-01-25,2019,1,244.280,185.493,261.799,36.137,22.173,1591.264,57.609,Winter,monthly_avg
2019-01-26,2019,1,244.280,170.488,240.597,25.863,19.167,1468.826,68.245,Winter,monthly_avg
2019-01-27,2019,1,244.280,172.070,242.687,26.819,19.741,1288.409,54.319,Winter,monthly_avg
2019-01-28,2019,1,244.280,146.271,206.374,21.541,17.860,1075.127,62.428,Winter,monthly_avg
2019-01-29,2019,1,244.280,111.148,156.677,15.000,15.931,865.025,75.927,Winter,monthly_avg
2019-01-30,2019,1,244.280,164.953,232.566,29.605,23.091,1364.952,65.437,Winter,monthly_avg
2019-01-31,2019,1,244.280,193.464,272.852,30.064,24.639,1685.799,49.092,Winter,monthly_avg
2019-02-01,2019,2,244.120,183.601,259.203,42.169,24.503,1724.405,52.041,Winter,monthly_avg
2019-02-02,2019,2,244.120,192.371,271.663,38.117,25.172,1806.142,66.230,Winter,monthly_avg
2019-02-03,2019,2,244.120,205.493,290.186,48.508,25.576,1958.346,62.780,Winter,monthly_avg
2019-02-04,2019,2,244.120,171.868,242.559,33.345,21.684,1624.042,70.724,Winter,monthly_avg
2019-02-05,2019,2,244.120,178.169,251.281,34.298,22.195,1465.924,66.528,Winter,monthly_avg
2019-02-06,2019,2,244.120,212.271,299.534,35.595,26.718,1935.434,60.321,Winter,monthly_avg
2019-02-07,2019,2,244.120,226.632,319.877,45.282,25.983,2164.429,63.387,Winter,monthly_avg
2019-02-08,2019,2,244.120,171.168,241.645,23.532,15.756,1609.134,94.050,Winter,monthly_avg
2019-02-09,2019,2,244.120,90.320,127.503,10.718,10.222,656.937,90.706,Winter,monthly_avg
2019-02-10,2019,2,244.120,94.398,133.164,19.849,14.587,822.129,69.547,Winter,monthly_avg
2019-02-11,2019,2,244.120,128.791,181.675,29.836,18.024,1021.145,65.168,Winter,monthly_avg
2019-02-12,2019,2,244.120,128.905,181.914,29.081,18.639,1058.084,71.291,Winter,monthly_avg
2019-02-13,2019,2,244.120,155.127,218.947,30.416,21.588,1262.739,59.326,Winter,monthly_avg
2019-02-14,2019,2,244.120,165.753,234.073,33.598,22.960,1469.733,62.845,Winter,monthly_avg
2019-02-15,2019,2,244.120,178.922,252.720,29.228,20.967,1569.739,79.664,Winter,monthly_avg
2019-02-16,2019,2,244.120,153.493,216.592,26.551,22.928,1342.940,48.079,Winter,monthly_avg
2019-02-17,2019,2,244.120,184.880,260.763,27.489,21.746,1272.929,73.307,Winter,monthly_avg
2019-02-18,2019,2,244.120,179.698,253.316,34.893,24.904,1570.584,57.922,Winter,monthly_avg
2019-02-19,2019,2,244.120,167.080,235.618,41.313,20.282,1370.181,70.041,Winter,monthly_avg
2019-02-20,2019,2,244.120,188.500,265.716,25.445,22.520,1443.787,67.814,Winter,monthly_avg
2019-02-21,2019,2,244.120,177.040,249.443,30.452,22.550,1760.720,67.239,Winter,monthly_avg
2019-02-22,2019,2,244.120,178.556,251.273,31.047,21.247,1594.022,71.525,Winter,monthly_avg
2019-02-23,2019,2,244.120,126.339,177.328,24.986,16.934,943.480,80.567,Winter,monthly_avg
2019-02-24,2019,2,244.120,138.634,195.255,26.851,24.193,1255.896,65.287,Winter,monthly_avg
2019-02-25,2019,2,244.120,103.430,145.730,25.917,15.426,1112.460,71.885,Winter,monthly_avg
2019-02-26,2019,2,244.120,66.543,93.619,18.474,12.211,769.997,72.884,Winter,monthly_avg
2019-02-27,2019,2,244.120,67.441,94.439,21.187,8.796,597.406,65.321,Winter,monthly_avg
2019-02-28,2019,2,244.120,127.587,178.543,24.773,17.706,979.496,49.947,Winter,monthly_avg
2019-03-01,2019,3,191.110,120.489,169.083,31.005,18.428,1030.715,63.021,Pre-monsoon,monthly_avg
2019-03-02,2019,3,191.110,99.176,139.568,27.243,15.603,925.055,71.766,Pre-monsoon,monthly_avg
2019-03-03,2019,3,191.110,137.644,193.996,34.505,19.672,1220.014,66.366,Pre-monsoon,monthly_avg
2019-03-04,2019,3,191.110,113.442,160.012,18.521,15.447,1166.481,92.175,Pre-monsoon,monthly_avg
2019-03-05,2019,3,191.110,87.778,122.932,12.825,8.507,643.804,83.068,Pre-monsoon,monthly_avg
2019-03-06,2019,3,191.110,150.847,211.050,27.616,16.975,1004.648,60.810,Pre-monsoon,monthly_avg
2019-03-07,2019,3,191.110,201.151,282.064,31.209,21.648,1505.204,59.102,Pre-monsoon,monthly_avg
2019-03-08,2019,3,191.110,133.726,188.617,30.865,19.203,1141.415,75.092,Pre-monsoon,monthly_avg
2019-03-09,2019,3,191.110,137.737,194.448,32.049,18.902,1243.800,86.393,Pre-monsoon,monthly_avg
2019-03-10,2019,3,191.110,102.415,143.137,20.305,11.122,885.872,84.794,Pre-monsoon,monthly_avg
2019-03-11,2019,3,191.110,123.999,174.065,25.002,12.876,879.768,50.669,Pre-monsoon,monthly_avg
2019-03-12,2019,3,191.110,106.644,149.734,21.862,11.496,736.062,88.156,Pre-monsoon,monthly_avg
2019-03-13,2019,3,191.110,120.491,168.765,18.628,13.001,727.623,77.908,Pre-monsoon,monthly_avg
2019-03-14,2019,3,191.110,131.439,184.357,23.251,12.786,933.444,88.314,Pre-monsoon,monthly_avg
2019-03-15,2019,3,191.110,117.782,165.174,22.118,17.779,1023.211,98.823,Pre-monsoon,monthly_avg
2019-03-16,2019,3,191.110,92.760,130.331,19.888,17.396,906.490,108.028,Pre-monsoon,monthly_avg
2019-03-17,2019,3,191.110,108.259,151.820,21.438,17.278,1017.044,82.752,Pre-monsoon,monthly_avg
2019-03-18,2019,3,191.110,118.957,167.109,24.604,20.050,1081.623,76.734,Pre-monsoon,monthly_avg
2019-03-19,2019,3,191.110,124.604,174.656,25.105,15.467,986.140,94.778,Pre-monsoon,monthly_avg
2019-03-20,2019,3,191.110,84.976,118.566,16.110,11.750,707.265,95.509,Pre-monsoon,monthly_avg
2019-03-21,2019,3,191.110,71.766,100.478,16.231,11.150,555.605,84.114,Pre-monsoon,monthly_avg
2019-03-22,2019,3,191.110,79.990,112.169,16.418,11.118,542.791,86.141,Pre-monsoon,monthly_avg
2019-03-23,2019,3,191.110,79.632,112.102,17.988,12.619,694.475,87.688,Pre-monsoon,monthly_avg
2019-03-24,2019,3,191.110,108.431,153.124,25.898,17.762,976.980,83.643,Pre-monsoon,monthly_avg
2019-03-25,2019,3,191.110,134.538,189.834,39.491,20.107,1315.619,86.218,Pre-monsoon,monthly_avg
2019-03-26,2019,3,191.110,140.284,196.971,30.929,17.821,1192.119,100.998,Pre-monsoon,monthly_avg
2019-03-27,2019,3,191.110,105.790,147.217,28.757,14.297,937.556,77.018,Pre-monsoon,monthly_avg
2019-03-28,2019,3,191.110,171.297,239.858,27.657,20.805,1728.456,81.713,Pre-monsoon,monthly_avg
2019-03-29,2019,3,191.110,170.805,239.871,28.398,19.546,1592.512,79.113,Pre-monsoon,monthly_avg
2019-03-30,2019,3,191.110,134.910,187.160,28.222,15.469,1066.615,81.838,Pre-monsoon,monthly_avg
2019-03-31,2019,3,191.110,88.296,121.922,15.272,8.830,665.659,75.852,Pre-monsoon,monthly_avg
2019-04-01,2019,4,191.280,78.872,110.233,19.514,12.099,814.223,63.576,Pre-monsoon,monthly_avg
2019-04-02,2019,4,191.280,64.731,90.819,14.401,7.453,540.889,76.823,Pre-monsoon,monthly_avg
2019-04-03,2019,4,191.280,59.579,83.580,13.643,8.469,475.168,75.942,Pre-monsoon,monthly_avg
2019-04-04,2019,4,191.280,93.760,129.957,16.426,9.775,541.025,54.168,Pre-monsoon,monthly_avg
2019-04-05,2019,4,191.280,118.222,163.060,19.514,10.100,604.864,55.524,Pre-monsoon,monthly_avg
2019-04-06,2019,4,191.280,78.727,109.942,22.456,12.422,664.444,53.258,Pre-monsoon,monthly_avg
2019-04-07,2019,4,191.280,76.174,107.031,23.871,10.306,724.023,67.522,Pre-monsoon,monthly_avg
2019-04-08,2019,4,191.280,73.536,103.315,19.331,10.384,656.071,72.473,Pre-monsoon,monthly_avg
2019-04-09,2019,4,191.280,58.590,82.235,15.238,7.773,433.294,67.124,Pre-monsoon,monthly_avg
2019-04-10,2019,4,191.280,70.599,99.282,23.577,12.479,633.836,51.931,Pre-monsoon,monthly_avg
2019-04-11,2019,4,191.280,129.560,181.664,24.447,14.673,882.493,58.064,Pre-monsoon,monthly_avg
2019-04-12,2019,4,191.280,91.264,127.637,20.722,11.521,645.015,62.407,Pre-monsoon,monthly_avg
2019-04-13,2019,4,191.280,120.773,169.309,28.878,14.999,947.259,67.158,Pre-monsoon,monthly_avg
2019-04-14,2019,4,191.280,89.443,125.594,25.505,14.186,871.162,68.872,Pre-monsoon,monthly_avg
2019-04-15,2019,4,191.280,88.897,124.296,27.381,12.290,820.192,69.348,Pre-monsoon,monthly_avg
2019-04-16,2019,4,191.280,72.713,101.490,14.833,9.454,430.112,61.577,Pre-monsoon,monthly_avg
2019-04-17,2019,4,191.280,93.975,131.271,16.364,12.120,727.770,104.115,Pre-monsoon,monthly_avg
2019-04-18,2019,4,191.280,116.386,162.968,21.216,16.882,1010.780,89.278,Pre-monsoon,monthly_avg
2019-04-19,2019,4,191.280,96.251,135.090,22.746,14.829,885.231,112.650,Pre-monsoon,monthly_avg
2019-04-20,2019,4,191.280,133.955,188.194,33.003,16.866,1082.742,84.224,Pre-monsoon,monthly_avg
2019-04-21,2019,4,191.280,105.468,147.905,24.166,13.059,913.261,106.144,Pre-monsoon,monthly_avg
2019-04-22,2019,4,191.280,72.863,102.299,21.819,11.274,678.306,89.431,Pre-monsoon,monthly_avg
2019-04-23,2019,4,191.280,99.777,140.654,32.585,15.355,1108.733,78.689,Pre-monsoon,monthly_avg
2019-04-24,2019,4,191.280,115.543,163.023,25.216,14.252,1153.117,98.830,Pre-monsoon,monthly_avg
2019-04-25,2019,4,191.280,125.555,176.988,21.665,15.002,1097.329,75.318,Pre-monsoon,monthly_avg
2019-04-26,2019,4,191.280,76.422,107.156,28.371,12.750,681.598,67.455,Pre-monsoon,monthly_avg
2019-04-27,2019,4,191.280,77.492,108.224,15.678,7.991,448.073,59.647,Pre-monsoon,monthly_avg
2019-04-28,2019,4,191.280,64.631,89.737,11.024,6.302,294.586,55.432,Pre-monsoon,monthly_avg
2019-04-29,2019,4,191.280,47.956,67.947,7.153,4.478,232.155,56.659,Pre-monsoon,monthly_avg
2019-04-30,2019,4,191.280,42.632,61.130,7.009,4.288,210.930,50.359,Pre-monsoon,monthly_avg
2019-05-01,2019,5,191.510,36.390,52.261,10.139,5.682,222.367,47.730,Pre-monsoon,monthly_avg
2019-05-02,2019,5,191.510,37.816,53.749,14.323,7.599,294.892,47.659,Pre-monsoon,monthly_avg
2019-05-03,2019,5,191.510,35.311,50.009,10.542,5.088,281.322,58.430,Pre-monsoon,monthly_avg
2019-05-04,2019,5,191.510,46.938,66.596,9.895,5.936,329.577,66.274,Pre-monsoon,monthly_avg
2019-05-05,2019,5,191.510,62.284,86.593,11.491,7.375,417.495,89.642,Pre-monsoon,monthly_avg
