month_start,year,month,month_name,season,pm25_mean,pm25_median,pm25_min,pm25_max,pm10_mean,pm10_median,pm10_min,pm10_max,no2_mean,no2_median,no2_min,no2_max,so2_mean,so2_median,so2_min,so2_max,co_mean,co_median,co_min,co_max,o3_mean,o3_median,o3_min,o3_max,aqi_mean,aqi_median,aqi_min,aqi_max,pm25_station_count,pm25_mean_data_capture_pct,pm25_unit_as_reported,pm25_unit_status,pm10_station_count,pm10_mean_data_capture_pct,pm10_unit_as_reported,pm10_unit_status,no2_station_count,no2_mean_data_capture_pct,no2_unit_as_reported,no2_unit_status,so2_station_count,so2_mean_data_capture_pct,so2_unit_as_reported,so2_unit_status,co_station_count,co_mean_data_capture_pct,co_unit_as_reported,co_unit_status,o3_station_count,o3_mean_data_capture_pct,o3_unit_as_reported,o3_unit_status,aqi_days_reported,aqi_calendar_days,aqi_coverage_pct,aqi_source_basis,pollutant_aggregation_basis,geography
2016-11-01,2016,11,November,Post-monsoon,105.0,,15.0,170.0,163.5,,36.9,298.0,81.5,,6.32,172.0,11.5,,2.04,39.2,2.67,,0.44,7.05,8.1,,1.68,23.6,,,,,1.0,68.0,ug/m3,resolved,2.0,62.0,ug/m3,resolved,1.0,90.0,ppb,resolved,2.0,83.0,ppb,resolved,2.0,94.0,ppm,resolved,1.0,62.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2016-12-01,2016,12,December,Winter,169.0,,85.9,269.0,272.0,,163.0,447.0,66.0,,16.7,136.0,16.55,,3.12,42.2,3.21,,0.29,12.1,5.12,,1.41,20.2,,,,,1.0,70.0,ug/m3,resolved,1.0,69.0,ug/m3,resolved,1.0,96.0,ppb,resolved,2.0,90.0,ppb,resolved,2.0,97.5,ppm,resolved,1.0,95.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-01-01,2017,1,January,Winter,167.04,,71.86,282.61,259.075,,142.01,499.77,61.18,,12.3,145.09,20.4,,2.39,55.83,2.8866666666666667,,0.12,8.78,13.8,,1.62,78.82,,,,,3.0,71.66666666666667,ug/m3,resolved,2.0,71.5,ug/m3,resolved,1.0,94.0,ppb,resolved,2.0,88.5,ppb,resolved,3.0,87.0,ppm,resolved,1.0,82.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-02-01,2017,2,February,Winter,145.0,,58.2,247.0,264.0,,130.0,480.0,105.65,,2.32,210.0,7.28,,3.15,15.5,3.046666666666667,,0.17,7.83,16.3,,2.85,89.6,,,,,2.0,82.0,ug/m3,resolved,2.0,51.0,ug/m3,resolved,2.0,85.5,ppb,resolved,1.0,85.0,ppb,resolved,3.0,86.66666666666667,ppm,resolved,2.0,76.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-03-01,2017,3,March,Pre-monsoon,82.25,,25.0,191.0,167.0,,71.8,364.0,73.2,,4.66,229.0,6.38,,3.09,10.9,1.3599999999999999,,0.24,6.39,6.19,,1.84,22.0,,,,,2.0,88.0,ug/m3,resolved,1.0,89.0,ug/m3,resolved,2.0,90.0,ppb,resolved,1.0,92.0,ppb,resolved,2.0,93.5,ppm,resolved,1.0,95.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-04-01,2017,4,April,Pre-monsoon,51.0,,26.7,116.0,96.95,,58.7,239.0,44.75,,3.75,133.0,11.045,,3.45,29.1,1.6749999999999998,,0.13,19.9,5.355,,0.5,26.5,,,,,2.0,88.0,ug/m3,resolved,2.0,69.5,ug/m3,resolved,2.0,80.0,ppb,resolved,2.0,89.0,ppb,resolved,2.0,84.0,ppm,resolved,2.0,64.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-05-01,2017,5,May,Pre-monsoon,54.5,,19.5,108.0,94.93333333333334,,30.9,170.0,,,,,,,,,,,,,,,,,,,,,3.0,65.66666666666667,ug/m3,resolved,3.0,57.333333333333336,ug/m3,resolved,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-06-01,2017,6,June,Monsoon,38.4,,10.4,80.9,61.45,,14.0,122.0,32.0,,1.56,77.1,,,,,2.055,,0.09,15.3,12.2,,1.37,27.8,,,,,3.0,61.333333333333336,ug/m3,resolved,2.0,81.5,ug/m3,resolved,2.0,90.5,ppb,resolved,0.0,,ppb,resolved,2.0,53.0,ppm,resolved,1.0,88.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-07-01,2017,7,July,Monsoon,,,,,,,,,37.55,,4.49,91.8,2.9,,1.73,10.2,1.605,,0.12,5.57,2.955,,0.73,12.3,,,,,,,,,,,,,2.0,93.5,ppb,resolved,1.0,91.0,ppb,resolved,2.0,60.5,ppm,resolved,2.0,61.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-08-01,2017,8,August,Monsoon,34.376666666666665,,16.6,71.26,63.026666666666664,,33.14,115.01,44.175,,1.08,100.95,4.62,,1.69,10.56,1.6600000000000001,,0.07,18.87,2.57,,0.0,7.81,,,,,3.0,86.12666666666667,ug/m3,resolved,3.0,79.34666666666666,ug/m3,resolved,2.0,72.65,ppb,resolved,2.0,72.38,ppb,resolved,3.0,74.86666666666666,ppm,resolved,2.0,60.080000000000005,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-09-01,2017,9,September,Monsoon,41.333333333333336,,12.6,87.4,70.30000000000001,,19.7,159.0,59.0,,41.1,95.7,1.2,,0.17,2.95,1.4233333333333336,,0.1,6.81,3.5,,0.83,10.1,,,,,3.0,80.66666666666667,ug/m3,resolved,2.0,59.666666666666664,ug/m3,resolved,1.0,16.5,ppb,resolved,1.0,58.0,ppb,resolved,3.0,65.66666666666667,ppm,resolved,2.0,77.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-10-01,2017,10,October,Post-monsoon,54.0,,16.2,117.0,103.4,,16.1,210.0,49.6,,43.7,57.3,3.7,,2.55,6.66,1.5966666666666667,,0.12,7.25,4.825,,0.77,20.4,,,,,3.0,91.66666666666667,ug/m3,resolved,2.0,92.0,ug/m3,resolved,1.0,13.0,ppb,resolved,1.0,96.0,ppb,resolved,3.0,78.66666666666667,ppm,resolved,2.0,98.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-11-01,2017,11,November,Post-monsoon,88.13333333333333,,30.0,266.0,180.0,,47.7,439.0,,,,,45.7,,10.7,104.0,1.8499999999999999,,0.23,12.4,4.75,,1.01,9.21,,,,,3.0,75.0,ug/m3,resolved,2.0,93.0,ug/m3,resolved,0.0,,ppb,resolved,1.0,92.0,ppb,resolved,3.0,75.33333333333333,ppm,resolved,1.0,94.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2017-12-01,2017,12,December,Winter,135.5,,17.4,203.0,216.0,,22.7,394.0,,,,,48.8,,23.0,115.0,1.7766666666666666,,0.13,4.78,1.52,,0.29,6.57,,,,,2.0,92.0,ug/m3,resolved,2.0,91.0,ug/m3,resolved,0.0,,ppb,resolved,1.0,92.0,ppb,resolved,3.0,75.0,ppm,resolved,1.0,95.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-01-01,2018,1,January,Winter,192.5,,121.0,304.0,298.0,,146.0,556.0,,,,,23.25,,9.42,48.1,1.16,,0.13,3.4,3.215,,0.21,18.6,,,,,2.0,89.5,ug/m3,resolved,2.0,89.5,ug/m3,resolved,0.0,,ppb,resolved,2.0,88.0,ppb,resolved,1.0,58.0,ppm,resolved,2.0,61.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-02-01,2018,2,February,Winter,201.0,,70.58,393.0,370.5,,183.0,666.0,53.7,,23.5,120.0,30.549999999999997,,2.72,116.0,1.855,,0.26,7.9,5.6899999999999995,,0.49,22.0,,,,,2.0,77.5,ug/m3,resolved,2.0,80.5,ug/m3,resolved,1.0,26.0,ppb,resolved,2.0,76.5,ppb,resolved,2.0,41.5,ppm,resolved,2.0,80.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-03-01,2018,3,March,Pre-monsoon,152.0,,61.6,325.0,271.5,,121.0,615.0,63.5,,16.7,163.0,11.38,,2.72,66.5,1.88,,0.14,4.88,5.955,,0.43,20.5,,,,,2.0,85.0,ug/m3,resolved,2.0,94.5,ug/m3,resolved,1.0,68.0,ppb,resolved,2.0,77.0,ppb,resolved,2.0,77.0,ppm,resolved,2.0,49.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-04-01,2018,4,April,Pre-monsoon,79.69,,40.17,164.52,142.71,,67.85,279.1,35.58,,21.38,55.27,11.41,,5.43,29.99,1.58,,0.13,6.69,5.24,,0.44,14.55,,,,,2.0,89.215,ug/m3,resolved,2.0,89.28,ug/m3,resolved,1.0,87.5,ppb,resolved,1.0,87.5,ppb,resolved,2.0,71.71000000000001,ppm,resolved,1.0,92.34,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-05-01,2018,5,May,Pre-monsoon,56.3,,21.9,145.0,99.55,,48.4,181.0,17.0,,2.14,52.9,7.33,,5.34,8.88,2.065,,0.09,6.64,4.0249999999999995,,0.49,24.9,,,,,2.0,83.5,ug/m3,resolved,2.0,94.5,ug/m3,resolved,1.0,77.0,ppb,resolved,1.0,78.0,ppb,resolved,2.0,73.5,ppm,resolved,2.0,79.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-06-01,2018,6,June,Monsoon,42.75,,16.8,78.4,74.75,,33.7,124.0,5.34,,0.83,18.7,,,,,2.25,,0.19,5.3,3.75,,0.35,15.1,,,,,2.0,86.0,ug/m3,resolved,2.0,80.0,ug/m3,resolved,1.0,80.0,ppb,resolved,0.0,,ppb,resolved,2.0,71.5,ppm,resolved,2.0,48.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-07-01,2018,7,July,Monsoon,,,,,,,,,37.55,,4.49,91.8,2.9,,1.73,10.2,1.605,,0.12,5.57,2.955,,0.73,12.3,,,,,,,,,,,,,2.0,93.5,ppb,resolved,1.0,91.0,ppb,resolved,2.0,60.5,ppm,resolved,2.0,61.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-08-01,2018,8,August,Monsoon,34.175,,13.4,77.41,52.75333333333333,,26.43,129.16,21.69,,6.1,34.25,1.32,,0.16,2.15,2.0833333333333335,,0.14,4.13,3.6366666666666667,,0.38,18.28,,,,,2.0,80.39500000000001,ug/m3,resolved,3.0,60.0,ug/m3,resolved,2.0,80.17500000000001,ppb,resolved,2.0,33.129999999999995,ppb,resolved,3.0,6.363333333333333,ppm,resolved,3.0,59.90333333333333,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-09-01,2018,9,September,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72.0,,partly_or_fully_unresolved_in_summary_table,0.0,93.0,,partly_or_fully_unresolved_in_summary_table,0.0,97.0,,partly_or_fully_unresolved_in_summary_table,0.0,24.5,,partly_or_fully_unresolved_in_summary_table,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-10-01,2018,10,October,Post-monsoon,79.82499999999999,,8.21,151.81,119.54333333333334,,20.34,255.9,47.156666666666666,,9.38,96.89,14.82,,3.7,28.23,,,,,5.295,,1.49,25.02,,,,,2.0,75.41499999999999,ug/m3,resolved,3.0,83.14666666666666,ug/m3,resolved,3.0,96.99666666666667,ppb,resolved,1.0,71.51,ppb,resolved,0.0,,ppm,resolved,2.0,59.410000000000004,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-11-01,2018,11,November,Post-monsoon,119.5,,46.1,226.0,170.6,,46.9,513.0,81.85,,22.2,177.0,2.54,,0.62,10.1,,,,,7.5,,2.04,19.7,,,,,2.0,84.5,ug/m3,resolved,3.0,81.0,ug/m3,resolved,2.0,83.0,ppb,resolved,2.0,69.5,ppb,resolved,0.0,,ppm,resolved,1.0,95.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2018-12-01,2018,12,December,Winter,126.29,,34.29,306.02,177.25,,71.79,473.97,48.88666666666666,,0.66,205.21,7.576666666666665,,0.3,27.98,1.455,,0.08,3.99,4.316666666666666,,0.82,24.48,,,,,3.0,68.66666666666667,ug/m3,resolved,3.0,70.66666666666667,ug/m3,resolved,3.0,67.33333333333333,ppb,resolved,3.0,84.0,ppb,resolved,2.0,42.0,ppm,resolved,3.0,75.66666666666667,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-01-01,2019,1,January,Winter,161.66666666666666,,53.4,271.0,257.0,,159.0,402.0,99.16666666666667,,21.9,217.0,8.586666666666668,,1.0,35.9,2.015,,0.32,5.88,5.585,,0.41,29.4,,,,,3.0,87.66666666666667,ug/m3,resolved,2.0,97.5,ug/m3,resolved,3.0,96.0,ppb,resolved,3.0,97.0,ppb,resolved,2.0,93.5,ppm,resolved,2.0,92.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-02-01,2019,2,February,Winter,134.0,,40.4,343.0,239.5,,66.7,553.0,82.7,,7.09,201.0,7.653333333333333,,1.25,31.8,1.9633333333333336,,0.38,5.8,5.195,,0.54,24.9,,,,,3.0,66.0,ug/m3,resolved,2.0,83.0,ug/m3,resolved,3.0,75.0,ppb,resolved,3.0,75.0,ppb,resolved,3.0,63.0,ppm,resolved,2.0,86.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-03-01,2019,3,March,Pre-monsoon,107.76666666666667,,37.6,289.0,198.33333333333334,,81.7,493.0,64.55,,9.01,152.0,4.2,,0.7,22.8,2.0366666666666666,,0.45,5.01,8.26,,0.31,48.0,,,,,3.0,89.33333333333333,ug/m3,resolved,3.0,81.0,ug/m3,resolved,2.0,75.0,ppb,resolved,2.0,88.5,ppb,resolved,3.0,90.0,ppm,resolved,2.0,92.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-04-01,2019,4,April,Pre-monsoon,65.33333333333333,,18.7,159.0,132.0,,56.9,319.0,38.05,,1.57,99.9,2.88,,0.81,4.43,1.31,,0.08,4.11,8.19,,0.67,43.8,,,,,3.0,75.0,ug/m3,resolved,3.0,57.333333333333336,ug/m3,resolved,2.0,66.5,ppb,resolved,2.0,69.5,ppb,resolved,3.0,67.66666666666667,ppm,resolved,1.0,45.0,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-05-01,2019,5,May,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.66666666666667,,partly_or_fully_unresolved_in_summary_table,0.0,83.0,,partly_or_fully_unresolved_in_summary_table,0.0,95.5,,partly_or_fully_unresolved_in_summary_table,0.0,95.0,,partly_or_fully_unresolved_in_summary_table,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-06-01,2019,6,June,Monsoon,36.7,,12.3,99.1,68.8,,26.7,186.0,15.9,,10.4,22.5,5.75,,3.77,9.95,0.9500000000000001,,0.16,4.55,11.004999999999999,,0.28,56.5,,,,,3.0,65.66666666666667,ug/m3,resolved,3.0,69.0,ug/m3,resolved,1.0,74.0,ppb,resolved,1.0,47.0,ppb,resolved,3.0,65.33333333333333,ppm,resolved,2.0,53.5,ppb,resolved,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-07-01,2019,7,July,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-08-01,2019,8,August,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-09-01,2019,9,September,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-10-01,2019,10,October,Post-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-11-01,2019,11,November,Post-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2019-12-01,2019,12,December,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-01-01,2020,1,January,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-02-01,2020,2,February,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-03-01,2020,3,March,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-04-01,2020,4,April,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-05-01,2020,5,May,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-06-01,2020,6,June,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-07-01,2020,7,July,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-08-01,2020,8,August,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-09-01,2020,9,September,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-10-01,2020,10,October,Post-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-11-01,2020,11,November,Post-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2020-12-01,2020,12,December,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-01-01,2021,1,January,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-02-01,2021,2,February,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-03-01,2021,3,March,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-04-01,2021,4,April,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-05-01,2021,5,May,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-06-01,2021,6,June,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-07-01,2021,7,July,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-08-01,2021,8,August,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-09-01,2021,9,September,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-10-01,2021,10,October,Post-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-11-01,2021,11,November,Post-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2021-12-01,2021,12,December,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-01-01,2022,1,January,Winter,236.65,,110.0,352.9,203.15,,124.6,364.5,7.6,,3.0,18.9,3.5,,0.5,10.8,0.9,,0.0,2.2,1.85,,0.1,13.8,338.03225806451616,333.0,238.0,484.0,2.0,100.0,ug/m3,resolved,2.0,100.0,ug/m3,resolved,2.0,100.0,ppb,resolved,1.0,100.0,ppb,resolved,1.0,99.1,ppm,resolved,2.0,36.85,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-02-01,2022,2,February,Winter,155.2,,62.7,279.3,225.9,,112.4,380.8,11.649999999999999,,1.7,33.8,3.0,,0.2,5.5,0.9,,0.0,3.7,2.65,,0.5,15.9,281.39285714285717,306.5,163.0,410.0,2.0,87.1,ug/m3,resolved,2.0,87.1,ug/m3,resolved,2.0,72.55,ppb,resolved,2.0,48.4,ppb,resolved,1.0,89.9,ppm,resolved,2.0,70.95,ppb,resolved,28.0,28.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
