month_start,year,month,month_name,season,pm25_mean,pm25_median,pm25_min,pm25_max,pm10_mean,pm10_median,pm10_min,pm10_max,no2_mean,no2_median,no2_min,no2_max,so2_mean,so2_median,so2_min,so2_max,co_mean,co_median,co_min,co_max,o3_mean,o3_median,o3_min,o3_max,aqi_mean,aqi_median,aqi_min,aqi_max,pm25_station_count,pm25_mean_data_capture_pct,pm25_unit_as_reported,pm25_unit_status,pm10_station_count,pm10_mean_data_capture_pct,pm10_unit_as_reported,pm10_unit_status,no2_station_count,no2_mean_data_capture_pct,no2_unit_as_reported,no2_unit_status,so2_station_count,so2_mean_data_capture_pct,so2_unit_as_reported,so2_unit_status,co_station_count,co_mean_data_capture_pct,co_unit_as_reported,co_unit_status,o3_station_count,o3_mean_data_capture_pct,o3_unit_as_reported,o3_unit_status,aqi_days_reported,aqi_calendar_days,aqi_coverage_pct,aqi_source_basis,pollutant_aggregation_basis,geography
2022-03-01,2022,3,March,Pre-monsoon,150.65,,58.0,237.5,220.35000000000002,,110.2,380.6,8.15,,0.3,75.1,2.4,,0.4,3.2,0.8,,0.0,3.0,2.65,,0.5,16.4,277.16129032258067,319.0,127.0,368.0,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,82.25,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,83.85,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,98.5,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,94.65,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-04-01,2022,4,April,Pre-monsoon,64.8,,34.0,149.7,130.45,,80.2,244.2,6.45,,1.5,10.6,1.7,,0.8,2.7,1.2,,0.1,2.9,5.2,,0.6,13.5,141.23333333333332,144.5,101.0,172.0,2.0,96.8,ug/m3,resolved,2.0,96.8,ug/m3,resolved,2.0,90.35,ppb,resolved,1.0,93.5,ppb,resolved,2.0,51.050000000000004,ppm,resolved,2.0,62.5,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-05-01,2022,5,May,Pre-monsoon,65.15,,30.0,117.5,117.19999999999999,,50.5,204.9,8.2,,5.5,16.2,1.3,,0.8,1.9,1.1,,0.0,1.6,6.05,,0.6,18.0,140.29032258064515,132.0,86.0,223.0,2.0,91.95,ug/m3,resolved,2.0,95.15,ug/m3,resolved,2.0,95.15,ppb,resolved,1.0,54.8,ppb,resolved,2.0,49.5,ppm,resolved,2.0,85.15,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-06-01,2022,6,June,Monsoon,44.7,,17.9,84.3,94.8,,39.2,174.5,5.800000000000001,,0.8,32.3,1.7,,1.1,2.6,0.9,,0.1,1.9,6.35,,1.8,11.1,107.2,103.5,45.0,161.0,2.0,96.8,ug/m3,resolved,2.0,96.8,ug/m3,resolved,2.0,95.15,ppb,resolved,1.0,80.6,ppb,resolved,1.0,99.1,ppm,resolved,2.0,59.050000000000004,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-07-01,2022,7,July,Monsoon,40.9,,16.9,79.6,68.7,,30.1,125.3,3.3000000000000003,,0.6,6.8,1.3,,0.3,2.3,1.3,,0.2,2.3,6.3,,0.6,11.7,100.2258064516129,106.0,47.0,144.0,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,29.0,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,89.5,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,85.25,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-08-01,2022,8,August,Monsoon,53.349999999999994,,25.7,123.9,89.25,,45.8,188.9,4.7,,0.5,9.2,2.4,,1.1,3.8,2.1,,0.0,3.9,7.25,,3.3,11.7,118.64516129032258,110.0,63.0,188.0,2.0,98.4,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,95.15,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,93.55,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,41.9,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,95.8,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,43.65,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-09-01,2022,9,September,Monsoon,62.800000000000004,,26.3,174.4,110.55,,39.3,248.8,4.0,,0.3,7.7,3.1,,1.0,4.1,2.4,,0.0,4.1,4.7,,0.1,13.5,138.86666666666667,137.5,65.0,291.0,2.0,91.94999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,91.94999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,56.45,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,29.0,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,87.5,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,61.849999999999994,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-10-01,2022,10,October,Post-monsoon,78.65,,25.4,186.8,125.85,,44.6,346.1,6.949999999999999,,0.1,25.5,0.7,,0.2,1.9,2.9,,0.1,8.2,4.65,,0.1,58.6,152.09677419354838,146.0,53.0,321.0,2.0,79.05,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,67.75,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,67.75,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,16.1,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,46.1,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,35.35,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-11-01,2022,11,November,Post-monsoon,127.95,,48.0,227.8,177.35,,85.9,324.3,12.600000000000001,,1.7,112.6,5.3,,0.8,8.9,3.7,,0.3,9.0,6.5,,0.1,21.0,238.76666666666668,210.0,154.0,348.0,2.0,80.65,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,61.300000000000004,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,79.0,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,80.6,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,74.1,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,79.4,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2022-12-01,2022,12,December,Winter,207.60000000000002,,112.8,346.5,273.35,,176.6,468.3,28.75,,3.7,61.7,4.15,,1.7,7.8,3.0,,0.1,6.1,4.699999999999999,,0.1,18.5,336.0,351.0,216.0,469.0,2.0,96.75,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,74.15,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,69.35,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,54.85,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,96.5,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,35.8,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-01-01,2023,1,January,Winter,229.76666666666665,,7.7,491.9,312.93333333333334,,196.8,737.4,23.066666666666666,,0.2,85.0,8.6,,0.1,29.6,5.066666666666666,,0.0,13.2,3.35,,0.1,29.2,278.48387096774195,272.0,202.0,392.0,3.0,96.76666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,66.63333333333334,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,83.83333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,41.93333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,79.13333333333334,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,77.95,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-02-01,2023,2,February,Winter,144.93333333333334,,74.8,290.7,264.75,,140.7,462.6,14.0,,2.6,42.1,8.4,,0.3,17.7,3.9333333333333336,,0.0,11.3,4.65,,0.1,20.2,213.57142857142858,197.0,167.0,298.0,3.0,68.83333333333333,ug/m3,resolved,2.0,90.3,ug/m3,resolved,3.0,63.43333333333334,ppb,resolved,2.0,19.35,ppb,resolved,3.0,64.43333333333334,ppm,resolved,2.0,58.599999999999994,ppb,resolved,28.0,28.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-03-01,2023,3,March,Pre-monsoon,114.73333333333333,,22.6,286.7,202.76666666666665,,10.5,415.4,21.2,,1.7,81.2,15.7,,1.6,30.2,1.8,,0.0,6.3,8.6,,0.1,28.9,184.6451612903226,178.0,121.0,301.0,3.0,97.83333333333333,ug/m3,resolved,3.0,97.83333333333333,ug/m3,resolved,3.0,97.83333333333333,ppb,resolved,2.0,75.8,ppb,resolved,3.0,77.66666666666667,ppm,resolved,2.0,68.7,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-04-01,2023,4,April,Pre-monsoon,88.63333333333333,,11.9,226.3,140.23333333333335,,68.6,279.8,23.433333333333337,,0.9,97.4,17.299999999999997,,0.4,43.6,2.033333333333333,,0.0,8.1,8.65,,0.1,20.4,166.23333333333332,161.5,135.0,223.0,3.0,82.8,ug/m3,resolved,3.0,64.53333333333333,ug/m3,resolved,3.0,84.93333333333334,ppb,resolved,2.0,67.75,ppb,resolved,3.0,81.73333333333333,ppm,resolved,2.0,47.3,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-05-01,2023,5,May,Pre-monsoon,68.53333333333333,,18.5,288.1,124.6,,47.9,582.8,17.933333333333334,,2.6,65.3,13.4,,1.0,38.2,1.9666666666666668,,0.2,5.2,9.45,,0.4,30.8,148.93103448275863,149.0,93.0,201.0,3.0,97.86666666666667,ug/m3,resolved,2.0,96.75,ug/m3,resolved,3.0,96.76666666666667,ppb,resolved,2.0,91.94999999999999,ppb,resolved,3.0,97.09999999999998,ppm,resolved,2.0,77.3,ppb,resolved,29.0,31.0,93.54838709677419,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-06-01,2023,6,June,Monsoon,49.26666666666667,,5.5,202.5,111.33333333333333,,22.5,419.7,15.333333333333336,,0.5,136.9,10.433333333333332,,1.7,23.4,1.6333333333333335,,0.0,4.8,6.3,,0.2,25.0,119.36666666666666,119.0,64.0,165.0,3.0,93.53333333333335,ug/m3,resolved,3.0,70.93333333333334,ug/m3,resolved,3.0,87.06666666666666,ppb,resolved,3.0,64.5,ppb,resolved,3.0,88.63333333333333,ppm,resolved,2.0,89.3,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-07-01,2023,7,July,Monsoon,29.400000000000002,,5.5,250.0,65.73333333333333,,24.5,369.3,22.933333333333334,,2.0,148.8,10.299999999999999,,1.5,37.3,1.5666666666666667,,0.0,4.4,5.4,,0.1,29.6,81.70967741935483,82.0,63.0,115.0,3.0,100.0,ug/m3,resolved,3.0,100.0,ug/m3,resolved,3.0,89.23333333333333,ppb,resolved,3.0,75.26666666666667,ppb,resolved,3.0,83.03333333333333,ppm,resolved,2.0,97.25,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-08-01,2023,8,August,Monsoon,53.56666666666666,,13.7,352.6,83.0,,11.4,246.5,15.033333333333331,,2.3,113.4,11.333333333333334,,0.7,28.3,3.5,,0.7,12.8,4.35,,0.1,28.4,119.70967741935483,115.0,73.0,188.0,3.0,90.33333333333333,ug/m3,resolved,3.0,87.10000000000001,ug/m3,resolved,3.0,93.56666666666666,ppb,resolved,3.0,92.46666666666665,ppb,resolved,3.0,87.93333333333334,ppm,resolved,2.0,75.85,ppb,resolved,31.0,31.0,100.0,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-09-01,2023,9,September,Monsoon,44.46666666666667,,14.8,100.1,93.13333333333333,,14.9,236.9,21.96666666666667,,0.3,82.9,11.166666666666666,,0.5,33.9,3.1999999999999997,,1.1,10.3,3.95,,0.1,23.6,115.93333333333334,121.5,74.0,173.0,3.0,91.39999999999999,ug/m3,resolved,3.0,87.10000000000001,ug/m3,resolved,3.0,92.5,ppb,resolved,3.0,95.7,ppb,resolved,3.0,87.93333333333334,ppm,resolved,2.0,58.05,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-10-01,2023,10,October,Post-monsoon,67.5,,15.0,178.8,103.96666666666665,,18.3,301.4,33.6,,1.8,128.7,8.866666666666667,,1.6,21.4,3.7000000000000006,,0.3,19.5,6.1,,0.9,28.0,145.58064516129033,158.0,84.0,198.0,3.0,89.23333333333333,ug/m3,resolved,3.0,73.13333333333334,ug/m3,resolved,3.0,92.46666666666665,ppb,resolved,3.0,82.8,ppb,resolved,3.0,87.7,ppm,resolved,2.0,48.0,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-11-01,2023,11,November,Post-monsoon,91.23333333333333,,17.9,221.7,136.36666666666667,,24.9,304.0,33.43333333333334,,1.6,116.8,11.4,,2.5,22.7,6.333333333333333,,1.0,20.0,5.35,,0.4,23.0,163.43333333333334,169.5,83.0,211.0,3.0,93.53333333333335,ug/m3,resolved,3.0,68.83333333333333,ug/m3,resolved,3.0,96.8,ppb,resolved,3.0,64.53333333333333,ppb,resolved,3.0,88.03333333333335,ppm,resolved,2.0,95.15,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2023-12-01,2023,12,December,Winter,127.16666666666669,,15.7,250.7,206.73333333333332,,22.1,408.0,34.93333333333333,,0.2,116.0,12.0,,1.9,32.4,5.8,,0.0,20.0,4.75,,0.8,12.9,190.09677419354838,195.0,66.0,236.0,3.0,97.83333333333333,ug/m3,resolved,3.0,67.73333333333333,ug/m3,resolved,3.0,95.7,ppb,resolved,3.0,46.23333333333333,ppb,resolved,3.0,91.89999999999999,ppm,resolved,2.0,98.5,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-01-01,2024,1,January,Winter,169.63333333333333,,104.7,302.4,273.59999999999997,,152.1,626.4,5.7,,0.1,11.9,8.533333333333333,,0.7,14.9,1.2666666666666668,,0.0,3.4,4.7,,0.3,14.2,226.03225806451613,225.0,183.0,296.0,3.0,98.93333333333334,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,90.33333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,85.5,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,66.66666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,67.83333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,99.0,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-02-01,2024,2,February,Winter,135.13333333333333,,52.6,229.5,259.8666666666666,,101.6,463.1,2.55,,0.4,7.6,8.366666666666667,,2.5,11.8,1.7333333333333332,,0.2,4.0,5.9,,0.3,20.9,201.3793103448276,204.0,144.0,259.0,3.0,93.5,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,88.13333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,59.65,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,73.10000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,57.43333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,92.4,not_resolved,partly_or_fully_unresolved_in_summary_table,29.0,29.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-03-01,2024,3,March,Pre-monsoon,99.83333333333333,,31.3,185.5,187.29999999999998,,64.1,293.2,5.6,,0.7,13.5,7.666666666666667,,0.5,13.8,1.2999999999999998,,0.5,3.1,6.4,,0.3,26.1,170.4516129032258,173.0,119.0,214.0,3.0,96.76666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,87.10000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,96.25,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,99.1,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-04-01,2024,4,April,Pre-monsoon,72.66666666666667,,28.8,173.3,128.23333333333335,,74.2,244.7,13.899999999999999,,0.1,39.5,6.3,,0.1,12.3,1.35,,0.1,3.6,7.75,,1.1,30.0,149.1,146.5,108.0,196.0,3.0,78.5,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,76.3,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,69.86666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,65.60000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,70.05,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,73.94999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-05-01,2024,5,May,Pre-monsoon,58.56666666666666,,15.5,142.8,120.26666666666665,,17.2,244.7,14.81,,0.2,40.81,5.733333333333334,,0.1,10.7,1.65,,0.3,3.7,8.05,,2.3,41.4,131.25806451612902,127.0,73.0,176.0,3.0,94.63333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,69.89999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,86.01666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,81.73333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,68.75,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,88.65,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-06-01,2024,6,June,Monsoon,42.1,,16.5,111.6,72.36666666666666,,24.8,148.4,10.433333333333334,,0.1,35.2,5.033333333333333,,0.1,8.6,1.4666666666666668,,0.5,3.3,5.4,,0.1,22.9,106.66666666666667,101.0,72.0,178.0,3.0,89.23333333333335,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,75.3,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,69.89999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,74.2,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,62.6,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,93.7,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-07-01,2024,7,July,Monsoon,27.46666666666667,,11.0,48.1,46.96666666666667,,17.2,91.6,10.333333333333334,,0.1,42.3,5.0,,0.6,14.3,1.9666666666666668,,0.3,3.6,4.1,,0.1,26.6,82.70967741935483,85.0,59.0,108.0,3.0,96.76666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,68.83333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,79.56666666666666,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,73.10000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,95.76666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,96.9,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-08-01,2024,8,August,Monsoon,30.400000000000002,,6.6,74.5,50.23333333333333,,14.5,113.5,12.733333333333334,,1.3,55.0,4.2,,0.2,6.6,1.6000000000000003,,0.0,3.1,2.55,,0.1,18.1,89.93548387096774,85.0,44.0,148.0,3.0,95.66666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,88.16666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,87.06666666666666,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,96.23333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,61.349999999999994,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-09-01,2024,9,September,Monsoon,45.23333333333333,,12.7,132.0,61.699999999999996,,19.1,178.4,11.333333333333334,,0.9,37.8,6.633333333333333,,1.7,14.3,1.8666666666666665,,0.1,4.5,4.15,,0.1,42.3,111.86666666666666,104.5,69.0,162.0,3.0,93.56666666666666,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,78.5,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,94.63333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,94.63333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,95.60000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,95.30000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-10-01,2024,10,October,Post-monsoon,75.89999999999999,,14.4,213.3,105.76666666666665,,20.5,302.4,13.333333333333334,,1.1,66.6,6.033333333333334,,0.1,11.8,2.466666666666667,,0.3,4.9,4.9,,1.5,37.0,146.2258064516129,153.0,71.0,230.0,3.0,94.63333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,78.5,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,98.93333333333334,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,83.86666666666666,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,97.03333333333335,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,93.94999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-11-01,2024,11,November,Post-monsoon,103.10000000000001,,24.5,226.5,138.9,,34.7,320.6,11.933333333333332,,1.1,135.4,6.166666666666667,,0.7,20.9,2.6333333333333333,,0.2,6.4,9.75,,0.8,65.8,170.8,172.0,91.0,242.0,3.0,89.23333333333333,ug/m3,resolved,2.0,91.9,ug/m3,resolved,3.0,92.46666666666665,ppb,resolved,3.0,46.23333333333333,ppb,resolved,3.0,95.23333333333335,ppm,resolved,2.0,95.65,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2024-12-01,2024,12,December,Winter,164.00000000000003,,78.1,331.6,222.0666666666667,,72.1,386.2,24.966666666666665,,0.7,126.9,5.4,,1.0,20.8,2.6666666666666665,,1.0,5.4,6.3,,0.0,53.3,215.83870967741936,216.0,171.0,335.0,3.0,91.39999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,69.89999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,77.39999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,58.05,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,81.5,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,59.56666666666666,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-01-01,2025,1,January,Winter,172.30000000000004,,76.7,350.5,291.3333333333333,,170.3,521.8,21.049999999999997,,3.8,74.9,2.5,,0.6,11.2,2.0333333333333337,,0.1,6.0,6.733333333333333,,0.2,129.1,238.7741935483871,222.0,175.0,367.0,3.0,93.56666666666666,ug/m3,resolved,3.0,82.8,ug/m3,resolved,2.0,98.4,ppb,resolved,3.0,68.8,ppb,resolved,3.0,93.96666666666665,ppm,resolved,3.0,88.3,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
