report_month,station_label_as_reported,parameter,parameter_as_reported,statistic_as_reported,value_as_reported,value,unit,is_missing,page_number,table_number,extraction_method,source_url,source_sha256
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -1 hr,Max,9.72,9.72,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -1 hr,Min,0.05,0.05,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -8 hr,Average,1.75,1.75,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -8 hr,Data capture(%),68,68.0,percent,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -8 hr,Excedance(Hour ),0,0.0,hours,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -8 hr,Max,5.02,5.02,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),CO,CO -8 hr,Min,0.10,0.1,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),NO2,NO2 -24 hr,Average,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),NO2,NO2 -24 hr,Data capture(%),DNA*,,percent,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),NO2,NO2 -24 hr,Excedance(Days),DNA*,,days,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),NO2,NO2 -24 hr,Max,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),NO2,NO2 -24 hr,Min,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),O3,O3 -8 hr,Average,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),O3,O3 -8 hr,Data capture(%),DNA*,,percent,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),O3,O3 -8 hr,Excedance(Hour ),DNA*,,hours,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),O3,O3 -8 hr,Max,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),O3,O3 -8 hr,Min,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM10,PM10 -24 hr,Average,DNA*,,µg /m3,True,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM10,PM10 -24 hr,Data capture(%),DNA*,,percent,True,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM10,PM10 -24 hr,Excedance(Days),DNA*,,days,True,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM10,PM10 -24 hr,Max,DNA*,,µg /m3,True,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM10,PM10 -24 hr,Min,DNA*,,µg /m3,True,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM2.5,PM2.5 -24 hr,Average,34.8,34.8,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM2.5,PM2.5 -24 hr,Data capture(%),93,93.0,percent,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM2.5,PM2.5 -24 hr,Excedance(Days),0,0.0,days,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM2.5,PM2.5 -24 hr,Max,64.2,64.2,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),PM2.5,PM2.5 -24 hr,Min,19.9,19.9,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),SO2,SO2 -24 hr,Average,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),SO2,SO2 -24 hr,Data capture(%),DNA*,,percent,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),SO2,SO2 -24 hr,Excedance(Days),DNA*,,days,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),SO2,SO2 -24 hr,Max,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-2 (BARC/Farmgate),SO2,SO2 -24 hr,Min,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -1 hr,Average,0.89,0.89,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -1 hr,Data capture(%),95,95.0,percent,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -1 hr,Excedance(Hour ),0,0.0,hours,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -1 hr,Max,1.65,1.65,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -1 hr,Min,0.44,0.44,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -8 hr,Average,0.89,0.89,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -8 hr,Data capture(%),94,94.0,percent,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -8 hr,Excedance(Hour ),0,0.0,hours,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -8 hr,Max,1.52,1.52,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),CO,CO -8 hr,Min,0.54,0.54,ppm,False,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),NO2,NO2 -24 hr,Average,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),NO2,NO2 -24 hr,Data capture(%),DNA*,,percent,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),NO2,NO2 -24 hr,Excedance(Days),DNA*,,days,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),NO2,NO2 -24 hr,Max,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),NO2,NO2 -24 hr,Min,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),O3,O3 -8 hr,Average,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),O3,O3 -8 hr,Data capture(%),DNA*,,percent,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),O3,O3 -8 hr,Excedance(Hour ),DNA*,,hours,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),O3,O3 -8 hr,Max,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),O3,O3 -8 hr,Min,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM10,PM10 -24 hr,Average,55.0,55.0,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM10,PM10 -24 hr,Data capture(%),75,75.0,percent,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM10,PM10 -24 hr,Excedance(Days),0,0.0,days,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM10,PM10 -24 hr,Max,85.8,85.8,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM10,PM10 -24 hr,Min,31.5,31.5,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM2.5,PM2.5 -24 hr,Average,26.2,26.2,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM2.5,PM2.5 -24 hr,Data capture(%),89,89.0,percent,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM2.5,PM2.5 -24 hr,Excedance(Days),0,0.0,days,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM2.5,PM2.5 -24 hr,Max,35.8,35.8,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),PM2.5,PM2.5 -24 hr,Min,15.3,15.3,µg /m3,False,9,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),SO2,SO2 -24 hr,Average,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),SO2,SO2 -24 hr,Data capture(%),DNA*,,percent,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),SO2,SO2 -24 hr,Excedance(Days),DNA*,,days,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
2015-06,CAMS-3 (Darus-Salam),SO2,SO2 -24 hr,Max,DNA*,,ppb,True,8,1,pdfplumber_legacy_fixed_schema,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/b485a0a077b647f7a2e609da229544b7.pdf,662a5e25b8d1686c9fb6549bc12a6570a005bb4ec3b92f011659ea166ae5e6d7
