model,mae,rmse,mase,smape_pct,interval_coverage_pct,folds
sarima,13.642581894895514,18.05067562280457,0.8450383610660497,14.830117217833248,100.0,3
ets,14.317403960354298,18.017521121600733,0.8872751686646084,15.330165283153358,100.0,3
regression,15.163911376591132,18.940913010659404,0.9377667652140441,15.701272748199642,94.44444444444444,3
seasonal_naive,16.554083333333335,21.23435140922049,1.034843846515366,18.100383202586382,97.22222222222221,3
drift,79.34053039914367,89.04206619509789,4.845335787222802,67.40519420477303,100.0,3
naive,80.74227777777777,90.8011525268265,4.940064215848419,68.2013313000798,100.0,3
